TIC_ID|GDR2_ID|GDR2_RA|GDR2_DEC|TLC|mas_parrallax|g_mag|bp-rp|probability|age_myr|age_err_lower|age_err_upper|Distance|absolute_mag|cadences|tic_id_corrected|ecl_lat|ecl_lon|gal_lat|gal_lon
TIC_98530094|5373879131054418688|170.9266|-47.1804|22|11.31|16.3|3.7|0.94|29.3|9.7|7.8|88.41732979999999|11.56731302454476|No TESS data found|162731723|-45.692991366474935|196.0723105073093|13.101237937663182|287.8224872798821
TIC_269065273|6111552614685208064|205.3605|-43.6982|-1|17.52|13.9|3.1|0.5|24.6|5.9|5.7|57.07762557|10.117670509189844|600,1800|243412695|-30.708718214156306|220.5435849459045|18.250720997568617|312.4167006444513
TIC_329009005|4490987924061006080|262.4641|9.5602|-1|14.24|13.5|3.0|1.0|10.5|2.0|3.6|70.2247191|9.267549946538931|No TESS data found|302509206|32.768331169311146|261.1488748198127|22.431685677476025|32.380913987262026
TIC_374732762|5623093474535512960|137.3947|-36.9144|-1|12.59|14.7|3.1|0.77|21.0|8.2|4.9|79.42811755|10.200128650638115|600,1800|192257817|-50.02740584079838|156.35021446108297|7.442299359866856|261.30835356702744
TIC_250170961|3531504977596180224|170.1959|-27.635|-1|11.31|15.2|3.3|1.0|18.6|2.8|4.9|88.41732979999999|10.46731302454476|120,600,1800|333734230|-29.049746002088092|183.018804625163|31.069273166793657|279.44532293988544
TIC_95742017|5951200040752113280|259.9252|-46.258|22|18.87|11.7|2.8|1.0|4.8|2.2|1.9|52.99417064|8.078859500875033|120,600,1800|217182385|-23.08258993067877|262.44116257917403|-5.143146498412032|342.67393639445123
TIC_408217710|4721078629298085760|44.1968|-63.7174|-1|16.68|12.8|2.8|1.0|10.0|2.3|3.3|59.95203837|8.91098023148341|120,600,1800|220556639|-70.98301227890175|346.97066105885744|-48.19701345894415|282.7206565683469
TIC_124481877|5919959174502468608|263.2476|-54.7171|22|10.63|14.4|2.9|0.43|22.4|9.6|4.5|94.07337723|9.532666322714418|1800|73707905|-31.384721590192203|265.4331412486224|-11.518148237075943|336.6624844928283
TIC_400502724|409589835361969536|24.951|55.8346|-1|10.17|13.2|2.4|0.19|21.8|67.4|2.7|98.32841691|8.23660476466866|No TESS data found|400502724|41.67537703527768|47.020282775334735|-6.397428290728282|129.73021143850264
TIC_38131307|3790448349711996416|170.2029|-2.9116|-1|10.31|12.8|2.3|0.51|17.5|13.2|3.6|96.99321048|7.866293326311617|120,600,1800|38131307|-6.557584754038988|172.14466507604746|52.85272539412509|263.3576664990676
TIC_392119088|5536728004403941888|115.5167|-40.7202|-1|12.01|14.4|2.8|0.2|29.6|27.5|9.3|83.26394671|9.797715037042542|600,1800|174957567|-60.52897334921205|131.57200545927333|-8.607661514126079|254.52224189821015
TIC_303365456|5342849298035172864|173.0712|-56.8358|22|10.02|14.8|3.2|1.0|14.3|3.0|3.2|99.80039920000002|9.80433860769088|120,600,1800|451922999|-52.58733690600987|206.63810334799697|4.381862105118563|292.22759345268577
TIC_94726121|1150285086178624384|118.1235|85.3816|-1|10.82|15.2|3.1|0.15|31.6|15.7|5.3|92.42144177|10.371136303958286|1800|387068572|62.40648628436606|94.69624249791187|28.253225671155388|127.99109596243922
TIC_253207492|4739913851893729152|37.5873|-55.413|-1|10.58|13.9|2.7|0.47|21.7|7.1|6.0|94.51795841|9.022428338544042|120,600,1800|201858667|-63.26067702357138|358.74875789766196|-56.540792180665505|277.42084755732964
TIC_291475591|5234888938486545408|172.991|-68.9218|22|10.22|13.5|2.7|0.99|11.6|3.0|3.3|97.84735812|8.547254479023003|120,600,1800|280675564|-60.873873094448086|222.8267555635928|-7.148978693008272|295.855895606913
TIC_94671603|6549418242673650432|347.391|-39.4521|-1|10.11|14.5|2.8|0.2|24.8|12.3|5.1|98.91196835|9.523755777914833|600,1800|175296944|-31.060943657186993|331.59752057500987|-65.52956829688442|356.21431480388605
TIC_75439988|3973427253740334464|172.8459|16.62|-1|16.18|13.3|2.8|0.37|22.3|7.7|6.0|61.80469716|9.3448925862753|1800|386954864|12.412713312455752|166.78115926354639|68.70595228188127|238.3706475544857
TIC_118278380|5221537843653900544|130.5035|-71.2225|22|11.75|14.7|3.2|1.0|14.4|2.7|3.8|85.10638298|10.050189333006202|120,600,1800|308186412|-75.01833958982176|216.0226822203038|-17.385154062216255|285.5464628136647
TIC_401028781|5656095208662171904|134.9776|-20.9081|-1|16.8|13.0|2.7|0.41|19.0|6.2|4.2|59.52380952|9.126546408768288|120,600,1800|118833673|-36.17651187766375|144.8808320629821|16.218017574706842|247.44725293984092
TIC_429466958|6649788119394186112|280.5291|-55.9074|22|19.47|12.4|2.6|0.46|17.8|8.2|3.9|51.36106831|8.846829757609497|120,1800|120334451|-32.723437687956675|276.98935809691324|-20.936338391883915|339.77741484515434
TIC_11071764|5733036283594679552|137.3147|-12.605|-1|19.86|12.0|2.4|0.17|24.4|121.1|7.4|50.35246727|8.489896220835464|20,120,600,1800|1232360|-27.60684877706743|144.047022299614|23.071329135645616|241.9282003869836
TIC_241608990|5533831650259931904|119.2705|-42.7359|-1|13.86|13.5|2.7|0.48|22.4|6.4|5.5|72.15007215|9.20881615138111|120,600,1800|143995063|-61.34005796868421|138.47987099324575|-7.16667646378157|257.6877350831516
TIC_76202458|6201321756197246720|227.6691|-34.0455|-1|12.13|13.4|2.7|0.34|19.2|15.4|3.8|82.44023083|8.81930400440257|600,1800|76280113|-15.663910894714222|234.5803433511297|20.49911973690523|333.2619658645908
TIC_430375887|5320435272441518080|122.4803|-52.9529|-1|11.63|15.4|3.5|1.0|15.7|3.8|4.4|85.98452279|10.727898573538663|600,1800|238633681|-69.13818403448644|155.2958595966421|-10.596368513200822|267.66864839391167
TIC_99208855|6011535535164345216|236.7091|-35.805|-1|17.48|13.8|2.9|0.15|34.9|26.7|23.4|57.20823799|10.012707141350342|600,1800|99208855|-15.491276834480189|242.48386010262848|14.700368145619088|338.44279660735526
TIC_85173466|5297800829152578816|132.2039|-63.1263|22|14.12|15.8|3.7|0.92|32.7|5.7|6.7|70.82152975|11.549173483426925|120,600,1800|355794672|-72.09937838261929|188.90649638290617|-12.098372761497998|279.1675590204848
TIC_400686391|6081945068654385280|197.9125|-49.4107|22|10.11|14.5|3.0|1.0|11.4|2.4|3.6|98.91196835|9.523755777914833|120,600,1800|245066871|-38.10682670419636|218.10961677811514|13.328501772954986|306.3081674216242
TIC_323246164|5209038423669475712|130.661|-78.9118|22|10.19|13.0|2.5|0.5|11.1|3.4|2.8|98.13542689|8.040870920012372|120,600,1800|323292484|-73.41279857067866|243.95847517103277|-21.570129163063893|292.3913909119735
TIC_403509140|4122654960435376768|262.1949|-18.3561|22|11.44|13.6|2.7|0.45|17.9|6.1|4.3|87.41258741|8.892130122349302|No TESS data found|164192558|4.882024344044114|262.5633448406261|8.88742280196023|6.938629249300061
TIC_261151969|52943069723535488|60.2339|21.1661|-1|11.15|14.7|3.0|0.16|27.9|17.4|5.2|89.68609865|9.936374337034898|1800|14256723|0.5316089392680463|62.4160479391699|-23.415783257089608|171.32656858251192
TIC_317280723|3395900387476790912|85.5697|15.6621|18|10.52|16.7|4.0|0.99|19.2|5.2|2.8|95.05703422|11.81007869910076|120,1800|247439284|-7.711008314163046|85.69164181585515|-7.56138963080638|190.96908329088055
TIC_157316308|4121294658392934784|261.2536|-20.145|22|11.28|16.5|3.7|0.41|42.9|9.7|6.9|88.65248227|11.761545498224455|No TESS data found|183987352|3.0450801094657978|261.7769297187539|8.66307667110833|4.9303062021193504
TIC_46035877|3503244848701313664|191.3122|-21.7891|-1|12.56|13.9|2.7|0.17|27.5|19.7|10.1|79.61783439|9.39494819713965|1800|437296017|-15.55181492418603|199.06620456281533|41.05974734813511|301.0263849251219
TIC_356739801|6833292181958100224|317.5227|-19.3331|-1|31.03|10.8|2.4|0.18|22.3|10.5|6.2|32.22687722|8.258908877624206|No TESS data found|99468646|-2.8815130127743847|314.1698139801554|-38.94663767639884|29.251636307481096
TIC_323354786|5209019731971781248|130.4036|-79.0584|22|10.12|13.1|2.5|1.0|10.4|1.9|4.4|98.81422925|8.125902562497187|1800|323246164|-73.3949694077628|244.4962398879163|-21.689551027241738|292.49705852122565
TIC_421225699|5600847330656335744|119.6526|-27.9212|-1|10.15|15.1|3.1|0.52|23.1|9.5|4.3|98.52216749|10.132330211195129|1800|130103228|-47.31240879829448|130.14391519264402|0.7839957851481282|245.15375156055507
TIC_205322211|2883627990131188352|89.3747|-38.7176|-1|10.6|13.9|2.6|0.27|23.1|30.0|4.9|94.33962264|9.026529326358595|600,1800|20140789|-62.15461416522442|88.95158348699769|-26.560051643266398|244.91037093051983
TIC_279609261|5941934421908267776|245.1301|-46.6992|22|10.53|13.5|2.6|0.37|18.5|6.9|2.0|94.96676163|8.612141856005824|120,600,1800|221355243|-24.84731562494117|251.46286771783133|2.3877896336914146|335.8131937393278
TIC_98505039|3466308095597260032|181.8637|-32.7835|22|17.96|11.4|2.6|1.0|3.4|1.7|1.0|55.67928731|7.671531661466206|120,600,1800|142391477|-29.072071417065207|195.9660552345577|29.18273760804682|292.3483230965912
TIC_339397736|6445465087626049920|295.7912|-60.2829|-1|17.81|13.4|2.9|0.27|27.2|24.9|9.2|56.14823133|9.653319597343796|120,600,1800|339397736|-38.263248131976965|285.93996503401354|-29.653049329321185|336.7084136941284
TIC_462140372|5996732814442661760|243.0918|-40.2147|22|11.8|14.0|3.0|1.0|9.8|2.4|3.3|84.74576271|9.3594100365784|120,600,1800|382543452|-18.754128188896374|248.59054126443806|8.06696392212252|339.2897671988068
TIC_125919533|9124679495764864|50.9135|5.6873|-1|26.73|13.0|3.1|0.37|25.6|5.7|7.1|37.41114852|10.134994793913844|120,600,1800|302769205|-12.492453795513232|50.00991550627818|-40.70510464715161|176.94136679682225
TIC_412200234|1546055293034569728|182.671|48.0318|-1|14.0|13.8|2.9|0.48|20.0|6.4|4.4|71.42857143|9.53064017834776|1800|53568935|43.99205792554771|158.19726139201325|67.63784940647815|141.04580395640514
TIC_904570607|150004863845761536|64.1451|24.939|18|10.31|14.2|2.8|0.62|15.2|3.1|4.6|96.99321048|9.266293326311615|120|58172624|3.570479971894113|66.65529310126162|-18.20777306905245|171.0748421583505
TIC_366760997|2367992495952696832|4.7277|-16.9629|-1|10.79|13.8|2.8|0.97|12.7|1.8|4.0|92.67840593|8.965107223447777|600|32489023|-17.39973000456115|357.36993396518704|-77.35452505679011|84.75996893364882
TIC_394664599|5199332484776169600|159.4242|-78.8193|22|10.57|16.0|3.8|1.0|11.3|2.8|3.1|94.60737938|11.12037493643594|600,1800|394664599|-67.99880091473526|241.01148267303319|-17.65690903888266|296.49426511637245
TIC_98085822|5344348546534128384|178.5723|-54.0614|22|10.28|15.4|3.3|0.95|21.9|4.3|4.8|97.27626459|10.459965573328423|120,600,1800|375565862|-48.47382162395253|207.74195704881234|7.874779871821447|294.524006909098
TIC_40908145|1965002792686256384|318.3553|38.4336|-1|10.97|14.1|2.8|0.4|19.4|5.4|4.7|91.15770283|9.301033137775622|1800|166861028|51.02023477799779|338.518706005404|-6.9703027434002145|82.9532743680486
TIC_309254259|1278773259085826048|229.8377|34.0611|-1|18.26|13.7|3.2|0.96|20.4|6.9|4.1|54.7645126|10.007503865826369|1800|272612731|49.969091328417555|213.82541136673348|57.606680391184824|54.47113241650942
TIC_434265547|3306841457454198016|65.8635|11.2547|18|11.3|15.5|3.4|0.69|25.7|5.7|8.0|88.49557522|10.7653922174475|120,600|372918535|-10.192416048135835|65.94958892216721|-25.865777147919786|183.45215895834443
TIC_1240805016|6226863415611316864|228.8948|-25.4506|22|10.3|14.5|3.2|1.0|8.0|3.1|2.7|97.08737864|9.564186123543234|120,600,1800|61530691|-7.1017742767331935|233.25272845482073|26.994173516122633|339.5260600484981
TIC_4767891|12258596873788032|54.9117|9.8832|-1|10.13|15.0|3.1|0.46|22.5|5.9|4.5|98.71668312|10.028047226789242|No TESS data found|416761043|-9.391564028560465|54.966417753860995|-34.9439364194873|176.54202006373004
TIC_135041951|4719926585926733184|46.5561|-65.3579|-1|11.63|15.3|3.4|0.97|21.0|3.0|6.4|85.98452279|10.627898573538664|120,1800|220570406|-72.61987874432646|343.70233579268177|-46.31853139040881|283.3634383334726
TIC_175307222|4900997562402606208|7.6056|-62.6013|-1|22.58|13.3|3.0|0.24|29.9|17.3|11.3|44.28697963|10.06861968784616|600,1800|231914260|-57.01272355905459|326.90247062984344|-54.35742224380594|307.0787208480772
TIC_54702322|3102825975413630848|103.256|-3.2460000000000004|-1|10.44|14.8|3.0|0.53|22.0|4.5|4.5|95.78544061|9.893502493399836|600,1800|282385181|-26.008711551647878|104.7538278611007|-1.1270735570546022|216.00185988090743
TIC_258688345|1194212877810139520|235.8021|14.4368|-1|10.9|14.4|2.8|0.25|24.1|16.3|6.5|91.74311927|9.587132489609743|No TESS data found|119816873|33.18555955012717|229.42581253449325|48.12590480482433|24.196681215992506
TIC_407999216|3298889583203665792|64.8271|7.3194|-1|12.28|15.5|3.3|0.6|30.2|8.0|9.4|81.43322476|10.94599183391109|600,1800|365464889|-13.897067423331118|64.23586248919078|-29.06273180260349|186.28431557841364
TIC_253551040|5875591509559619456|231.6694|-61.1824|22|10.01|13.4|2.5|0.15|22.0|22.0|2.7|99.9000999|8.402170387398765|1800|456488426|-40.802393828010935|246.73448870378002|-3.73999976712329|320.55460339368335
TIC_102801777|3638148809395689344|200.0731|-2.4044|-1|17.74|13.7|3.0|0.22|25.9|22.2|9.4|56.36978579|9.94476807766398|120,1800|66764977|5.6190544022158|199.44145741762202|59.659279511047956|317.3126119312051
TIC_60596760|2604162199119308928|344.0274|-11.2854|-1|11.86|14.5|3.0|0.49|24.3|6.1|6.7|84.31703204|9.87042344515338|No TESS data found|36709142|-4.140646736218259|340.9527442361609|-58.62978566381138|57.63680095889131
TIC_4266308|4755745925980823296|44.7638|-42.5458|5|10.61|14.2|2.8|0.36|24.2|17.1|8.6|94.25070688|9.328576919513653|600,1800|146725601|-55.76622818582846|21.587893251576144|-59.87820197973478|252.0470790324425
TIC_278699179|3982415142821763968|161.6769|16.4367|-1|11.22|14.5|2.9|0.28|24.1|12.5|8.0|89.12655971|9.74996428471754|1800|358841733|8.028536936446221|156.85159513972346|59.23931879653238|226.77063950430937
TIC_375586505|902175030329924608|122.2307|32.8171|-1|40.77|10.9|2.6|0.88|16.6|6.9|4.9|24.5278391|8.951703557028436|120,1800|165818534|12.3836261505381|117.31160341636556|29.68361275739193|188.79693153485056
TIC_58122372|389531685252473856|6.8197|47.5168|-1|11.5|14.1|2.9|0.56|19.7|8.2|4.6|86.95652174|9.403489201746345|1800|190970631|40.144662442159905|28.682337426106717|-15.156796527058152|118.70980859885725
TIC_392043910|6090351247365243392|208.0794|-51.3995|22|10.23|16.6|3.6|0.31|43.5|8.2|6.4|97.75171065|11.64937816867046|120,600,1800|241683370|-36.88528401230769|226.50798927192614|10.335860011143659|312.5155648517791
TIC_180577378|1715299716278321408|206.3928|79.39699999999999|-1|16.48|12.4|2.5|0.15|21.5|19.6|1.4|60.67961165|8.484786036822857|120,1800|155657581|69.12376085526103|117.54677100238162|37.4025761182546|119.8247649220677
TIC_171941492|4884832405012738048|66.2266|-30.4307|-1|14.3|15.0|3.3|0.36|32.6|7.4|4.3|69.93006993|10.77668018732748|120,600,1800|170631655|-51.13057929459701|56.362369900524925|-43.53848465677994|230.2821576615113
TIC_199520670|6081328723666902912|195.1445|-51.2182|22|13.13|14.8|3.2|0.85|23.2|5.3|4.7|76.1614623|10.39132363044957|120,600,1800|404144841|-40.55062308352614|217.2741194817792|11.627617636277323|304.39292101795724
TIC_435985984|5953670059265373696|259.694|-42.492|22|10.33|15.3|3.1|0.15|31.8|21.7|9.2|96.8054211|10.370501607678449|No TESS data found|217064573|-19.339814399367754|261.9593398489541|-2.8573546904374894|345.67899044168587
TIC_131278787|2824726842993092608|352.1804|19.7333|-1|10.06|15.2|3.2|0.76|23.0|7.8|3.9|99.40357853|10.21298990357392|No TESS data found|283739011|21.144537666189994|1.0288177388033253|-39.03475172841824|97.59609931133983
TIC_35260896|4118291449865888768|263.5697|-20.9495|-1|12.23|13.9|2.7|0.15|27.4|14.5|8.6|81.76614881|9.337132285298036|No TESS data found|232000098|2.3557585670529737|263.98742289693604|6.403776026468685|5.430742434894636
TIC_67283884|5397574190745629312|171.7136|-38.4154|22|14.53|13.0|2.8|1.0|10.0|2.6|3.5|68.82312457|8.811328071485548|120,600,1800|152479307|-37.95215779172083|190.48579930636353|21.533499981252614|285.2422854051012
TIC_393873088|176765842994543744|66.0899|37.1055|-1|19.26|13.3|3.0|0.43|21.9|5.5|5.5|51.92107996|9.723281413878304|120,1800|367843143|15.277234176520656|70.41869727179878|-8.614775731030363|163.18370243590053
TIC_424050238|6563086099921277440|323.4064|-48.4152|-1|11.11|15.3|3.2|0.34|30.9|8.1|3.9|90.0090009|10.52857029470651|600,1800|139753969|-31.928731281817253|308.890930839903|-46.47443806140214|350.01520001393044
TIC_375058755|5864339794779803136|206.0307|-64.2102|22|10.02|15.2|3.2|1.0|16.4|3.8|4.0|99.80039920000002|10.204338607690875|120,600,1800|321805583|-48.60329200204589|233.75448124109118|-1.9223114483199193|308.62456133924314
TIC_449307731|3237415647576913792|80.0748|5.1977|18|10.72|16.6|3.7|0.45|38.2|6.3|7.5|93.28358209|11.750973926773336|No TESS data found|449312342|-17.88427709869707|79.6048634115031|-17.574090489287936|197.32443595203642
TIC_203448452|3536988276442796800|164.7101|-23.7725|-1|22.7|13.8|3.5|1.0|13.3|2.5|2.9|44.05286344|10.580129285774523|120,600,1800|437230158|-27.76444023748549|176.03877707057026|32.29848235325193|272.216635001861
TIC_152959763|389531685252473216|6.8186|47.5176|-1|11.43|14.0|2.7|0.39|22.0|5.6|5.1|87.48906387|9.29023115190236|1800|190970630|40.14573123165106|28.682046083648704|-15.155928219709962|118.7091229710385
TIC_47611150|2640348977921037056|352.9376|-2.7446|-1|28.61|12.8|3.2|1.0|15.3|3.3|4.8|34.95281370000001|10.082589289119689|20,120|250081915|0.2817743721142483|352.4269053329805|-59.048614696660614|81.49805377859313
TIC_327666194|5855730103274382464|192.1325|-68.4817|22|10.54|13.6|2.7|0.61|11.7|4.3|2.7|94.87666034|8.71420305441825|1800|329649607|-55.373023144527|230.8654589666063|-5.611465213835647|302.6639931549512
TIC_94203033|5007601811785209088|11.7953|-31.7355|-1|11.24|15.1|3.2|0.23|28.6|14.5|4.9|88.96797153|10.353831556171292|120,600,1800|407624075|-33.48708918964117|356.57814161292794|-85.30054859012762|314.04787371076577
TIC_374823554|3002839789593822720|97.5137|-10.0407|-1|14.21|13.3|2.7|0.23|22.5|11.0|6.1|70.37297678|9.062970389542238|600,1800|24949421|-33.249260324938994|98.8529530184602|-9.273450459410656|219.52612763491848
TIC_277731613|355303956997819392|35.0285|48.9006|-1|11.82|14.3|2.8|0.16|29.9|39.7|12.7|84.60236887|9.66308738263194|1800|367536223|32.77209039562524|50.189695211359385|-11.430745985644172|137.59122386809818
TIC_238539292|5292883366472516992|109.3133|-61.4557|22|10.15|16.1|3.5|0.97|24.2|3.6|6.2|98.52216749|11.13233021119513|600,1800|349271979|-80.17607873867529|157.8533339273438|-20.656016510828824|272.4391295509734
TIC_153065536|319629924276355968|25.418000000000003|37.6018|-1|11.14|14.2|2.8|0.25|23.9|19.1|5.7|89.76660682|9.43442595424327|1800|189635038|25.122373686138424|37.778540555384865|-24.205677136301766|133.81904110758146
TIC_78748254|4535439976585774592|277.8021|23.2325|-1|11.93|15.8|3.4|0.29|37.6|16.7|7.9|83.82229673|11.183202218375811|No TESS data found|314285008|46.38997593717055|280.4156986564324|14.593669122353887|51.873461531416325
TIC_168110896|3397606004890207232|85.5041|18.2841|-1|11.57|14.4|3.1|0.97|16.9|3.3|3.7|86.43042351|9.716666794735511|No TESS data found|20225437|-5.088326493750063|85.71073147429823|-6.258967254501551|188.67585795136972
TIC_7951228|5191445859668138496|167.4973|-83.3626|-1|11.74|14.5|3.0|0.58|18.6|4.8|3.6|85.17887564|9.848340484528446|120,600,1800|395052612|-67.11483688134763|253.1277278535977|-21.098513323628506|299.8899672131963
TIC_171948035|5855209896823545344|185.5022|-70.0178|22|10.01|14.0|2.6|0.18|23.4|58.8|4.4|99.9000999|9.002170387398765|1800|958526152|-58.126383734932155|229.89244316782154|-7.290664866522645|300.40338262721355
TIC_4110097|2353458223543916160|19.5038|-20.7767|-1|13.09|14.9|3.3|0.93|20.5|2.9|5.4|76.39419404|10.484698232789391|600,1800|439459590|-26.719612881587324|9.35786984617878|-81.21672042824495|168.04231628598865
TIC_85037735|4871160115360229120|66.9404|-33.4618|-1|16.15|14.6|3.3|0.66|26.5|8.9|6.7|61.91950464|10.640862633474583|120,600,1800|170671853|-54.2146926010261|56.022182585676006|-43.39217452591926|234.5366454580983
