TIC_ID|GDR2_ID|GDR2_RA|GDR2_DEC|TLC|mas_parrallax|g_mag|bp-rp|probability|age_myr|age_err_lower|age_err_upper|Distance|absolute_mag|cadences|tic_id_corrected|ecl_lat|ecl_lon|gal_lat|gal_lon
TIC_406074454|6010503407289419776|239.0141|-36.7322|22|10.71|13.6|3.1|1.0|3.9|2.1|1.1|93.37068161|8.748947354065686|120,1800|364200072|-15.987239431067469|244.5791305617158|12.790153835520737|339.2818030380064
TIC_297146930|5209037736474704512|130.6122|-78.9632|22|10.12|13.8|2.9|1.0|8.1|2.4|3.6|98.81422925|8.825902562497188|600,1800|323292535|-73.39965865258496|244.13553899002764|-21.60539619667743|292.4328458161926
TIC_422621927|5836112445075337856|241.3674|-57.1034|22|11.63|13.0|2.5|0.26|18.5|2.4|3.8|85.98452279|8.327898573538663|600,1800|428137717|-35.50281948321231|251.35156586560046|-3.590453642317702|326.9877254584308
TIC_376624406|412802711419570816|23.5394|56.9721|-1|10.42|15.9|3.4|0.46|34.6|18.1|7.4|95.96928983|10.989338594755424|No TESS data found|399082530|43.049768736968254|46.85511714389919|-5.415847155906143|128.75531073405014
TIC_371974167|4477810861327752448|274.1515|6.6491|-1|13.29|14.5|3.4|1.0|9.6|1.9|2.9|75.24454477|10.11762490472821|No TESS data found|416301556|30.019755845342374|274.7599002852888|10.75642224591492|34.9431926116483
TIC_253422827|1701943978599634816|226.9861|76.2338|-1|33.64|12.4|3.1|0.92|24.8|6.8|3.5|29.72651605|10.034279935798748|20,120,1800|257048637|73.80912337988931|125.59933834317832|38.18471356810154|113.15314709424375
TIC_176516989|3452063544502142848|92.984|33.4289|-1|25.99|13.4|3.1|0.57|32.5|11.9|5.7|38.47633705|10.474031397658152|120|400513376|10.015806869168822|92.52470653801026|7.1122619780015|178.8850348636297
TIC_470469786|6079389253876183808|190.222|-50.5299|22|11.12|14.5|2.9|0.25|25.5|19.4|7.6|89.92805755|9.73052393632574|1800|161734481|-41.55842900688384|213.27266776260572|12.306700176450317|301.21626203446255
TIC_250665411|2508283921888998656|30.4452|1.2876|-1|20.17|12.0|2.5|0.37|16.9|6.6|4.5|49.57858205|8.523529491175658|20,120,1800|422692632|-10.421701357429848|28.79054234998334|-56.92267092951348|156.53587122447158
TIC_173261489|6002875579742053888|233.4419|-40.3008|22|10.49|15.1|3.1|0.39|23.8|11.0|5.5|95.32888465|10.203877441014477|120,600,1800|149771158|-20.471791476699806|240.9907207228456|12.742290423040977|333.5071266322471
TIC_101116521|73034991155555456|34.4837|12.4238|-1|15.85|12.8|2.7|0.35|19.8|15.4|4.1|63.09148265|8.800146332763424|120|408589330|-1.2920382594317776|36.36755535615314|-45.224867148472796|153.66024224200004
TIC_414503074|6070064325817708416|201.8925|-51.2371|22|10.0|12.9|2.5|0.88|10.7|4.0|2.6|100.0|7.9|600,1800|438784463|-38.501795771853146|222.06487359654182|11.23068078512214|308.6837040454694
TIC_26647919|2280423816504546432|329.5589|75.9957|-1|10.31|14.1|2.9|0.99|16.5|7.6|5.3|96.99321048|9.166293326311616|1800|366380547|69.88139794691214|52.65478226446809|16.600108581533565|112.95892072194303
TIC_201425210|1551753340241397888|203.9461|47.0906|-1|10.08|14.4|2.8|0.13|28.2|22.1|8.1|99.20634921|9.41730266046762|1800|288488133|51.43610124768377|176.51892543474918|68.21899140784852|102.27145988114478
TIC_395548812|1977862096568166144|326.5799|48.0372|-1|11.02|15.5|3.3|0.37|34.4|13.6|10.5|90.74410163|10.710907972660044|No TESS data found|395547964|55.96658104958393|355.68155460381473|-4.14205871054877|93.95146255075217
TIC_327776883|3728344290842813568|206.947|12.798|-1|10.21|13.8|2.7|0.55|15.2|6.5|2.8|97.94319295|8.845128710392208|1800|72507644|22.27277808669628|200.05066282232673|70.52443844680333|348.3231279807573
TIC_71119907|5485498390406148736|108.9785|-59.3415|22|10.2|15.7|3.3|0.34|36.1|13.0|9.0|98.03921569|10.74300085872707|120,600,1800|294328887|-78.8270201404344|148.8460959862497|-20.112976475005706|270.2522071234209
TIC_245035219|6725401465316090880|270.7461|-41.4464|-1|33.3|11.7|2.7|0.15|28.1|16.8|6.7|30.03003003|9.312221167533773|600|326907507|-18.00864173339345|270.5841912900149|-9.313295931650512|350.8917310686961
TIC_455388632|4345098261657097728|244.0588|-9.3954|-1|10.97|15.6|3.3|0.24|34.7|15.4|11.6|91.15770283|10.801033137775622|No TESS data found|135702037|11.71970177872224|243.8431782936262|28.408789290118914|3.8757963538372278
TIC_307547057|5233432944572581760|178.0494|-70.6989|22|10.12|16.2|3.6|0.71|30.0|7.9|5.7|98.81422925|11.225902562497186|120,1800|410981161|-60.50397812331229|227.85726765810628|-8.392750487952203|298.03267167014945
TIC_9966678|741592868921701248|157.4452|29.9942|-1|12.47|13.9|2.8|0.29|24.9|16.8|6.7|80.19246191|9.379332267354275|No TESS data found|165301486|19.057686374516337|147.79828510083456|58.8857911420861|199.15426056713446
TIC_203243906|3463395519358168064|177.0986|-37.4802|22|13.06|12.9|2.6|0.93|10.6|5.1|3.1|76.56967841|8.479715884620143|120,600,1800|345135733|-35.04740738163233|194.51119218147863|23.718850468300456|289.3145045781787
TIC_81947141|5457259083514583552|161.469|-28.3251|-1|11.91|16.6|3.8|0.71|33.9|9.1|9.1|83.96305626|11.979558807290983|600,1800|188084200|-33.13443985872482|175.34210617715885|26.898555526073743|271.99272987997324
TIC_284424394|325741903256226688|31.2567|32.5957|-1|19.25|13.8|3.1|0.95|24.0|8.7|5.0|51.94805195|10.222153669141168|1800|63464893|18.685149583785233|40.50744332487602|-27.764916769887357|140.41894707456018
TIC_351594382|5242619432931234048|148.7807|-70.6451|22|10.5|16.7|3.7|0.5|41.7|14.5|10.0|95.23809524|11.80594649530626|No TESS data found|371808084|-69.06066693053526|217.5230279294019|-12.610367361309095|289.2666529455427
TIC_183666898|179032829812453760|66.1424|37.5697|18|10.47|16.4|3.7|0.9|27.1|9.3|6.4|95.51098376|11.499733408465437|No TESS data found|353465617|15.727928376832148|70.54191859252171|-8.26300893143205|162.87460361716106
TIC_319650580|4827527233363019776|79.0051|-31.4127|-1|18.66|13.8|3.1|0.3|29.0|22.9|10.3|53.59056806|10.154558197053277|120,600,1800|77951245|-54.23648651576648|73.8252639871797|-33.01300337162555|234.36978517519233
TIC_220174253|6115448562335145600|207.9388|-37.699|22|10.64|13.5|3.0|1.0|4.3|1.7|1.8|93.98496241|8.634708139703077|1800|166577186|-24.430571096249714|219.84320527843428|23.647040015006393|315.9179069228311
TIC_241118492|4414135084933748096|232.5585|-3.0786|-1|11.03|13.7|2.8|1.0|11.1|2.1|4.2|90.66183137|8.912877562176849|No TESS data found|20899716|15.432021382743141|230.96229833257524|41.245660551966694|0.9598577390763059
TIC_38903446|4111769078110207616|261.3987|-22.4648|-1|10.58|16.4|3.7|0.8|30.5|8.3|6.9|94.51795841|11.52242833854404|No TESS data found|102801777|0.737577265253074|262.0512760155795|7.277017549837583|3.0469686600904478
TIC_339600000|6085480170333805696|198.2986|-46.7778|-1|11.32|13.5|2.6|0.14|23.4|102.5|2.9|88.33922261|8.76923213438026|600,1800|287568291|-35.66493009472303|216.83693479073648|15.930367508308844|306.80268795084515
TIC_72777874|6307328528385543936|228.165|-16.5171|-1|19.44|14.0|3.1|0.3|32.3|13.6|5.0|51.44032922|10.443481302871367|1800|432253213|1.3351089695137497|230.23129448604905|34.520100112200886|345.1919066246406
TIC_408274466|5966826952838876672|256.0236|-40.6024|22|10.46|15.6|3.2|0.21|36.2|12.9|9.3|95.60229446|10.697658422544228|No TESS data found|347287422|-17.700054641935054|258.8982079251027|0.47480064451361353|345.5804576915258
TIC_434372575|5764784514344281088|266.8632|-88.7696|-1|17.18|13.1|2.9|0.99|16.9|3.3|5.1|58.20721769|9.275115797662428|600|451558240|-65.33207543095165|269.83481275887624|-26.78297360680484|304.25683478348395
TIC_43603792|799111547691173760|142.8498|36.6641|-1|10.83|14.9|3.1|0.34|25.6|13.9|6.5|92.33610342|10.073142283042785|1800|416858439|20.803058374915004|133.1489348375959|46.976545051601946|187.18680786775766
TIC_443480340|6742986538895222144|291.1458|-34.7113|22|19.3|12.8|3.0|1.0|9.1|2.2|3.3|51.813471500000006|9.227786545147444|120,600,1800|112464324|-12.561337506962664|287.68295151051075|-21.413375582214538|3.83112315218712
TIC_411350414|6473206281389144704|300.9674|-53.9569|-1|18.63|12.0|2.4|0.13|24.7|47.5|10.4|53.67686527|8.351064274524425|120,600,1800|101433378|-32.76295932280725|291.0983786797574|-32.10385747090059|344.2475821899152
TIC_55554937|5335253699937967616|179.873|-60.6852|22|10.48|15.4|3.2|0.35|30.4|9.1|7.3|95.41984733|10.501806413198585|120,600,1800|307255082|-53.17057251932436|215.23234614473645|1.5476439210145214|296.61284385965934
TIC_231286446|4747940596014525312|43.1098|-52.4188|-1|10.73|13.2|2.6|1.0|7.9|4.1|2.9|93.19664492|8.352998609847996|600,1800|231282583|-63.238250261694674|8.574829570302706|-56.12367796193389|269.4816581544448
TIC_9853602|151866165232956544|69.0361|27.5554|-1|12.18|13.7|2.7|0.16|25.9|23.1|10.2|82.10180624|9.128236441477334|120|349005337|5.458320316903121|71.4154715579103|-13.19472816721743|172.08774719736107
TIC_393569604|1905055700744817024|334.67800000000005|33.3537|-1|18.46|11.9|2.4|0.12|25.7|101.7|17.0|54.17118093|8.231158483519389|120,1800|431124765|40.28171421631882|351.77561792306017|-19.490601323776698|89.72075097908241
TIC_363930083|6150861598480158336|183.8776|-39.812|22|18.83|10.5|1.9|0.25|9.4|10.0|1.7|53.10674456|6.874251599942614|120,600,1800|134873712|-34.52555189579016|201.52558865236352|22.538727328665676|295.4714430040951
TIC_453783283|4391351004985234816|255.4033|3.6508|-1|10.83|15.4|3.2|0.3|31.9|15.0|6.3|92.33610342|10.573142283042785|No TESS data found|296933362|26.26848996414151|253.70812017257663|26.011341855067148|23.12060288421459
TIC_55761099|6039071021479123456|243.7585|-28.9008|22|10.59|15.4|3.3|0.99|16.8|2.5|4.1|94.42870633|10.524479800462077|120,1800|68565222|-7.531256538179214|247.01320148205357|15.72526650517891|347.826379646713
TIC_426116143|3379256186615873024|99.8473|22.2976|-1|10.7|14.0|2.8|0.38|19.7|5.1|4.2|93.45794393|9.146918888315303|No TESS data found|194934005|-0.8309637028365059|99.10155024402737|7.454447478240974|191.6526841103716
TIC_160626275|330327279061556096|29.7547|36.1653|-1|19.9|13.9|3.1|0.16|33.0|12.7|6.6|50.25125628|10.394265382109335|120,1800|67568168|22.460566151254234|40.67185608058167|-24.734078432927216|137.9025257197463
TIC_83211264|6271155794125845504|213.7948|-25.3368|22|12.05|12.9|2.4|0.22|21.4|22.8|3.7|82.98755187|8.304935234481691|120,600,1800|83211097|-11.107876540599447|220.05038181671694|33.78952537720918|325.79806853404887
TIC_19749328|2838375802383265536|350.3118|23.1107|-1|15.22|14.7|3.3|0.4|28.8|10.4|5.9|65.70302234|10.612073262140632|No TESS data found|243107851|24.941213670283297|0.8885265908818288|-35.24098986214478|97.34896073139255
TIC_320764667|5885175746199330560|234.1317|-55.0632|22|11.93|14.5|3.0|0.63|18.6|5.0|3.4|83.82229673|9.883202218375812|120,600,1800|97882429|-34.57880852881837|245.9460324920483|0.5301527127802705|325.1276912529761
TIC_442644894|5981858685540705152|239.582|-50.4863|22|11.38|13.0|2.5|0.47|16.5|3.3|3.3|87.87346221|8.28071131040427|120,600,1800|294993587|-29.311551058116592|248.3149031440342|2.0868745776617357|330.54728483828484
TIC_158130543|4826580622571056896|79.185|-32.4342|-1|10.39|15.1|3.0|0.15|30.4|18.4|5.5|96.24639076|10.183077737793704|120,600,1800|77954300|-55.269174808678|73.85676203168043|-33.10517236575372|235.59723211096343
TIC_435954404|5416221633076680320|156.3369|-42.6983|22|11.25|11.9|2.1|0.91|8.7|18.7|1.9|88.88888889|7.155762612209763|120,1800|103107644|-47.68989153358925|179.9209042793797|12.49861217907142|276.31611118680615
TIC_448093467|6145304323118631680|187.5214|-44.0434|22|12.66|13.5|2.9|1.0|9.7|2.2|3.8|78.98894155|9.01216852835674|120,600,1800|72499657|-36.899224805325176|206.98076549577556|18.660478307657183|298.88443143858984
TIC_337240483|5401389770971149568|164.3194|-35.2153|-1|10.53|17.1|3.9|0.5|41.3|10.9|8.3|94.96676163|12.212141856005823|600,1800|49046625|-38.090129830375325|181.94660550926451|22.07453898899729|278.0207167943503
TIC_382613847|6059992460039778560|190.3681|-58.571000000000005|22|10.34|16.9|4.1|1.0|18.6|5.4|2.0|96.71179884|11.972602693777455|120,1800|405514195|-48.206040923256786|219.67484016634262|4.275543817475845|301.6294900873225
TIC_452522881|5217868876431672960|142.9767|-73.4602|22|12.78|13.5|2.7|0.32|22.2|11.2|5.8|78.24726135|9.03265426899682|120,600,1800|452591471|-71.3885839656793|224.58456870920716|-15.894142195618045|289.8492082011232
TIC_28750861|5842571697842877440|186.3942|-71.9172|22|10.55|16.1|3.6|0.98|21.9|3.5|3.6|94.78672986|11.216262298118616|1800|325559992|-59.139243651477514|233.03008139471504|-9.147393868914508|300.9031981297328
TIC_396798564|4823217285221309696|81.6901|-34.0734|-1|16.94|13.7|2.9|0.18|33.1|43.7|15.5|59.03187721|9.844567030109374|120,600,1800|24401034|-57.145507646025564|77.24778332410882|-31.445518950409376|238.05581630059336
TIC_286397260|5842775554171002496|185.5926|-71.6178|22|10.52|12.5|2.4|0.9|9.5|3.5|1.3|95.05703422|7.610078699100761|120,1800|405040121|-59.142091647316526|232.26867453945448|-8.876759720550861|300.6180882737399
TIC_388584490|5859373919170289024|185.495|-67.9152|22|10.43|13.4|2.7|0.98|11.2|3.7|3.1|95.87727709|8.491421542026904|120,600,1800|405089321|-56.70379144800512|227.01670568378069|-5.2022408326397365|300.1581536842309
TIC_98092692|6707605530330914944|274.2953|-47.3117|22|10.69|14.1|2.8|0.53|18.3|3.5|4.7|93.5453695|9.244888526141606|1800|291895853|-23.919889804423946|273.1806647038085|-14.200311619253556|346.6873553393396
TIC_322952419|4109530502450883840|258.6819|-24.8233|-1|10.69|13.3|2.7|0.9|12.1|7.1|3.1|93.5453695|8.444888526141607|No TESS data found|78665235|-1.7864438658818278|259.7306271881543|8.013075848269532|359.6683236552304
TIC_270503908|4117500145045732224|262.7426|-22.6913|22|13.54|16.3|3.9|0.86|33.2|5.2|9.0|73.85524372|11.95809332181338|1800|229995248|0.5795170499667205|263.30281364140257|6.11377271142266|3.5381623347650377
TIC_146725601|5903344660469092736|227.3656|-47.9457|-1|12.36|13.5|2.7|0.5|16.2|7.3|3.4|80.90614887|8.960092353691891|600,1800|121856678|-29.026822187397286|238.7400448599635|8.782834236380852|325.511098857373
TIC_96660605|4960829922874379904|28.3623|-40.738|-1|11.23|14.0|2.7|0.16|25.4|7.7|7.2|89.04719501|9.251898781389151|600,1800|115379003|-47.8958081903512|6.044844655441692|-71.33151179702324|263.68215141398764
TIC_390389545|2553160184034583936|15.0611|5.8652|-1|15.84|13.1|2.8|0.82|16.1|6.3|5.4|63.13131313|9.09877588631254|120|344660641|-0.5193904338349045|16.126170514473728|-56.9378484722701|126.94871312730658
TIC_116130284|2064379058776701824|309.6048|39.3118|-1|15.24|15.1|3.3|0.41|39.8|17.1|3.9|65.6167979|11.014924835026594|120,1800|64703341|54.92310709885377|329.1199260142243|-1.2033050572536275|79.21568167381845
TIC_98684519|1947540005410640512|325.5607|33.8681|-1|12.9|13.9|2.8|0.32|23.2|16.9|6.5|77.51937984|9.45294855163522|1800|239633365|44.273409770253195|343.01210831348675|-14.302671271752635|83.90223561483977
TIC_43841987|2989612595991987584|76.9181|-11.8663|-1|13.15|16.4|3.9|0.82|31.4|4.6|7.6|76.04562738|11.994628764026825|600,1800|43762803|-34.59935330148255|74.38549326349427|-28.344369655282723|212.13760365521662
TIC_217064573|5953670063562260608|259.6935|-42.4912|22|10.22|16.0|3.4|0.45|32.0|11.0|6.0|97.84735812|11.047254479023003|No TESS data found|1335522317|-19.339044485120727|261.95888628004263|-2.8565938913559594|345.67943497138725
TIC_394674936|3156962079670742528|109.4982|11.3012|-1|12.47|14.3|3.0|0.72|17.7|5.3|4.5|80.19246191|9.779332267354278|20,120,600,1800|264599508|-10.830194296967754|109.46174604727688|10.96753849440964|205.75130764927982
TIC_434111079|2431769083806305152|4.8836|-5.9116|-1|22.5|14.7|3.5|0.48|38.8|11.7|6.7|44.44444444|11.460912590773958|120,600,1800|244161191|-7.364349830048589|2.118182252061269|-67.46643792100969|101.82252527431395
TIC_205346278|6721666531703090432|277.0688|-44.3635|22|12.31|12.6|2.4|0.2|16.8|6.3|2.7|81.23476848|8.051290264680903|120,1800|90723908|-21.056868439528074|275.4056550049772|-14.751755900130728|350.28259459971736
TIC_76769931|5795938214256729216|229.634|-70.8238|-1|13.16|16.2|3.8|0.76|32.0|7.8|8.0|75.98784195|11.796279446255053|No TESS data found|262825309|-50.08714414818808|250.63205199646328|-11.33355170096522|314.5015065345677
TIC_77920274|4085540915391627520|285.782|-19.6656|-1|10.83|14.3|3.0|1.0|12.3|3.1|3.6|92.33610342|9.473142283042783|No TESS data found|442405120|2.9632450066118015|284.8560763462253|-11.313782430143453|16.485614302228377
TIC_157846137|783592323326455424|166.56|47.432|-1|10.73|15.5|3.2|0.17|37.0|30.6|9.4|93.19664492|10.652998609847996|No TESS data found|252804646|37.818401011432165|146.3916779987921|61.10999100179544|161.27468104146516
TIC_317037637|4818159050696945408|72.0001|-38.3604|-1|12.65|14.4|3.1|0.99|17.8|3.8|5.5|79.0513834|9.910452627537468|600,1800|77350952|-60.00112879727072|61.00801847429072|-39.86205367287923|241.65912468533446
TIC_462747779|3725400795135942144|205.8299|9.4885|-1|13.28|14.2|2.9|0.22|24.2|12.1|7.7|75.30120482|9.815990375139146|1800|379115897|18.795258180742614|200.31353531346764|68.52606694007562|340.14114442112253
TIC_365964758|6002298026899634176|231.9893|-42.2734|22|10.67|16.6|3.8|0.92|27.7|5.1|6.1|93.72071228|11.740822097062418|No TESS data found|150802978|-22.65978752400391|240.40686004106493|11.777744754375242|331.42195240970136
TIC_426421802|5274169506769902848|117.2297|-67.3598|-1|18.73|14.3|3.4|1.0|19.0|2.7|4.7|53.39028297|10.66268888681517|120,600,1800|300866996|-79.39948760183871|196.7685709286548|-19.62231886364473|279.6104578024816
TIC_387001507|5143033331901973888|28.4616|-14.9974|-1|29.54|11.5|2.7|0.35|18.8|7.1|3.8|33.85240352|8.852052454921346|600|632517012|-24.868243135192714|20.609477434842407|-71.08376082366165|176.19353764231474
TIC_77024833|3339935348702249472|83.7539|11.4283|18|10.39|15.2|3.2|0.86|20.3|4.2|4.1|96.24639076|10.283077737793704|1800|436103626|-11.875437409647327|83.73993299242467|-11.25506725232976|193.72631967919313
TIC_262526895|3281189816818524160|69.9844|3.3417|18|10.33|15.9|3.4|0.62|31.4|5.1|6.4|96.8054211|10.970501607678449|600,1800|262504612|-18.640852362362672|68.85838509357409|-27.1095127060364|193.30654786971218
TIC_452390286|3403730971851323392|83.0012|21.8656|-1|11.18|14.7|3.1|0.94|20.8|5.7|4.8|89.44543828|9.942209017816298|120|367180237|-1.4160232222592126|83.50108533305259|-6.358708914576344|184.36711203181554
TIC_161828290|5090100299521232128|63.8204|-21.3925|-1|10.7|14.3|3.0|1.0|15.1|3.6|5.1|93.45794393|9.446918888315304|600|139546447|-41.8385085142051|56.53470079907887|-43.49261255281676|217.45521373300463
TIC_339546330|5914192540947823488|257.4465|-59.9588|22|22.02|12.9|3.0|0.64|17.7|7.3|5.0|45.41326067|9.614086573279856|1800|303653327|-36.85967385198429|262.1799434155745|-11.74329086618608|330.438359555144
TIC_113550277|6183591791897683584|194.7624|-31.755|22|13.65|13.4|2.9|1.0|10.7|1.9|4.3|73.26007326|9.075663256886044|600,1800|103834814|-23.37044830703651|206.3945251984293|31.088821340178264|304.82137318990647
TIC_46631267|5313934959706088320|142.5742|-49.461000000000006|-1|11.23|14.4|2.9|0.48|21.2|7.4|5.4|89.04719501|9.651898781389152|600,1800|297846401|-58.69101018369045|173.35315127027013|1.3228364214520631|272.924664104324
TIC_379098830|3725013663963867904|205.4947|9.1752|-1|12.47|14.9|3.2|0.3|29.1|6.9|7.5|80.19246191|10.379332267354275|1800|379098769|18.380119281202173|200.11553374042407|68.43978212073536|338.9214662548193
TIC_9379269|4070399300273013376|269.1577|-21.6354|22|10.09|13.1|2.5|0.75|10.0|2.8|2.9|99.10802775|8.119455831189981|No TESS data found|105079572|1.8015910780948716|269.2127896540307|1.5951718544696805|7.546672590375039
TIC_49170434|4109766661272060288|261.7846|-25.9697|22|10.04|14.3|2.8|0.84|15.3|3.2|5.7|99.60159363|9.308668563946853|No TESS data found|88297141|-2.7409083154326646|262.6066591347485|5.050901075784127|0.3009805256713962
TIC_415040956|4707563810327288192|4.3492|-66.7535|-1|27.17|11.3|2.5|0.14|24.9|37.0|9.0|36.80529996|8.470448192277939|20,120,600,1800|394137224|-58.74897577467034|319.33674273422076|-50.02854582623619|308.14855467691825
TIC_258941720|5348165127505382400|171.0079|-52.8449|22|12.49|14.8|3.3|1.0|15.7|3.2|5.6|80.06405124|10.282812191897603|1800|91474691|-50.245052383467325|201.1152668774224|7.786878906153961|289.8176642101855
TIC_52666227|3253241330752428160|59.8306|-1.7638|-1|10.63|13.3|2.6|0.48|14.2|3.5|4.0|94.07337723|8.432666322714418|120,1800|49954689|-21.837286098971113|57.23410516253983|-38.392522324268214|191.7181605514063
TIC_360551942|4073797031696975232|283.5385|-26.3611|22|13.75|14.7|3.1|0.43|27.7|4.5|4.5|72.72727273|10.391513490749976|No TESS data found|90777784|-3.490153115207846|282.1270010913737|-12.23486321193782|9.390718509947865
TIC_427380721|3216729878197029120|82.9912|-3.0604|-1|25.94|12.7|3.2|1.0|9.7|2.1|2.3|38.55050116|9.769849858544005|20,120,600,1800|50745567|-26.30980935883953|82.18381976204854|-19.049406084320946|206.4178964884286
TIC_114591959|6061934403756610688|197.7222|-59.758|22|11.99|14.4|3.2|1.0|14.0|2.6|3.7|83.40283570000001|9.79409591540087|1800|406249571|-47.02352541340969|225.26667055590406|3.0211746074849426|305.3822639451546
TIC_49696648|6455829427826823168|311.2011|-58.0583|-1|16.04|14.5|3.4|0.98|19.7|2.7|4.8|62.34413965|10.526021819771124|120,600,1800|219290316|-38.33242220097441|296.37232750615317|-37.62343112233148|338.9399822342502
TIC_261115693|2115120936283527808|275.0655|44.598|-1|10.64|12.8|2.3|0.25|20.1|23.8|4.9|93.98496241|7.934708139703078|120,1800|351680104|67.86843041046009|279.6027157879344|23.95997056358799|72.39845131408865
TIC_79090936|5630014487914181504|139.9872|-33.5427|-1|11.72|14.9|3.1|0.34|27.2|8.6|6.9|85.32423208|10.244638058459|600,1800|19677538|-46.06495263085108|156.92719436803088|11.290145525055397|260.27276098900313
TIC_450685690|4972441010478221440|3.2326|-52.1377|-1|16.83|13.7|3.0|0.34|24.3|5.7|7.2|59.41770648|9.830420579752303|120,600,1800|200668936|-47.57052481860056|335.26259988271033|-63.967560950785334|316.4569463168779
TIC_396099717|6055197867775111936|191.2898|-62.5432|22|10.16|14.8|3.1|1.0|14.2|1.8|3.1|98.42519685|9.834468539748189|1800|434567667|-51.098789098282126|223.94001895124143|0.31972474466144557|302.2082386769646
TIC_332573715|5254474058096434432|159.6848|-59.9121|22|10.96|14.8|3.0|0.93|26.7|12.2|8.5|91.24087591|9.99905277079908|120,600,1800|461066586|-59.66559898641301|201.4216170211798|-1.208530667094344|287.00659357420403
TIC_142637325|5872591904353080576|210.1696|-55.2938|22|10.28|13.2|2.5|0.65|12.6|3.2|3.0|97.27626459|8.259965573328422|120,600,1800|209291266|-39.82351494261461|230.13539111351085|6.253300270642679|312.7445101849569
TIC_468136398|4510540333194083584|282.5348|15.6224|-1|13.31|13.3|2.7|0.14|23.8|28.4|5.4|75.13148009|8.920890277377936|1800|235782685|38.39107029899572|285.46245464249006|7.333915928537183|46.76762281588061
TIC_467751676|6151330196594603648|184.4964|-37.5788|22|13.07|15.1|3.5|1.0|15.0|3.1|3.5|76.51109411|10.681377937864283|600,1800|134976537|-32.33130899643607|200.76233304994182|24.818571064588333|295.635827658027
TIC_15495952|5844015768940264320|201.1461|-70.3407|22|10.37|16.3|3.7|0.99|18.7|3.4|3.9|96.43201543|11.378893781925443|120,600,1800|340221485|-54.65917769946762|237.1457292038518|-7.649632610183812|305.7361198228045
TIC_84770595|3518575511126138240|181.312|-19.5957|-1|10.09|15.7|3.3|0.41|30.4|10.9|6.3|99.10802775|10.71945583118998|600,1800|398268505|-17.405090305740487|189.2348572337992|41.95473336897458|288.24204154219916
TIC_15551020|4661339521215012864|75.5805|-68.358|-1|11.19|15.1|3.3|1.0|17.1|3.0|3.6|89.36550492|10.344150432522754|No TESS data found|30723164|-84.20339989077644|335.40899722947404|-35.04899745663298|279.3289324029417
TIC_254178075|6708518021898813056|277.0675|-46.2346|22|10.17|15.5|3.3|0.45|25.3|9.0|5.5|98.32841691|10.53660476466866|No TESS data found|90662570|-22.92531111188199|275.2981359115584|-15.496284152603323|348.50439048409083
TIC_58601266|64426575320796032|55.6541|22.2082|-1|25.66|15.0|4.0|0.98|28.0|2.1|5.8|38.97116134|12.046283260228424|No TESS data found|114085843|2.448653034851528|58.47509260117707|-25.611772501354736|167.1594020254342
TIC_277840907|3567379121431731328|180.0063|-17.5254|22|18.82|12.4|2.9|1.0|7.6|2.8|3.3|53.13496281|8.773098095273353|120,600,1800|180258068|-16.03582072776445|187.16138971481152|43.638276034308085|285.8876003819558
TIC_197005132|2754437229291762944|6.0566|11.5082|-1|10.79|14.9|3.0|0.37|27.4|8.3|6.3|92.67840593|10.065107223447775|No TESS data found|468337905|8.158908584816977|10.132952359991107|-50.80353245871728|112.34865504672685
TIC_116514018|2204655198930270080|334.8979|61.3393|-1|18.95|13.9|3.2|0.99|23.3|5.3|4.4|52.77044855|10.288046071471598|120,1800|336741253|62.375336243414075|20.492842363274985|3.6447505116812042|105.7366630870278
TIC_77468127|3323607016915881984|89.6097|9.0184|-1|13.87|14.7|3.1|0.39|29.0|14.0|8.1|72.09805335|10.41038230544351|600,1800|102538151|-14.420342137489447|89.59811860405888|-7.46869227927197|198.7617932804583
TIC_258773552|5298428169260191232|134.5332|-61.2241|22|14.21|14.0|2.8|0.14|28.0|13.6|8.1|70.37297678|9.762970389542238|600,1800|356460410|-70.1660201453705|185.7165183583721|-10.062074271479325|278.3443590705339
TIC_214833565|5693471014812746496|124.0321|-27.3902|-1|13.77|15.4|3.4|0.27|39.9|16.2|4.0|72.62164125|11.094669701257477|600,1800|155958671|-45.62498235840066|135.27489251655862|4.33769345176499|246.798600605672
TIC_243833175|6213738541009719424|232.4658|-26.815|22|12.02|14.0|2.8|0.41|22.7|9.1|5.2|83.19467554|9.39952233835358|120,600,1800|185462761|-7.606713412404483|236.72855821462977|23.969628637430638|341.442075036994
TIC_424772020|2428585654046813184|1.2212|-10.539|-1|15.49|13.8|3.2|1.0|11.3|2.8|3.2|64.55777921|9.750257088876593|600|176283550|-10.145384386016667|356.8787473101811|-70.11669698764436|87.26021115562989
TIC_96588258|5229115299838780416|159.4892|-73.4948|22|13.47|13.9|2.8|0.24|29.5|41.4|9.4|74.23904974|9.546837978619706|120,600,1800|453766186|-66.8200248181027|227.4633771919026|-13.063628266552364|293.7005577853805
TIC_394800534|5840638344087346048|203.0483|-71.7941|22|10.14|15.8|3.6|1.0|17.7|3.1|3.4|98.61932939|10.830189774954883|120,600,1800|341448790|-55.37584659109098|239.5997269411939|-9.176760768780285|306.141227877417
