TIC_ID,GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance,absolute_mag
TIC_82525365,3972839289897271040,175.3344,16.4483,-1,12.03,12.9,2.4,0.17,22.3,16.5,3.4,83.12551953,8.3013281368167
TIC_152546618,5978754802890176768,259.1551,-34.1772,22,10.16,14.8,3.1,0.99,14.6,3.0,3.2,98.42519685,9.834468539748189
TIC_345324572,2011344115416078336,355.4766,59.8768,-1,19.81,13.7,3.1,0.72,25.6,12.9,6.7,50.47955578,10.184422377688826
TIC_178108473,236188502242012032,49.8443,39.9857,-1,12.64,15.5,3.3,0.28,37.1,15.8,9.2,79.11392405,11.008735369749203
TIC_166869904,4886831592030178944,59.1028,-31.1944,-1,26.45,13.2,3.1,0.28,34.8,37.5,10.8,37.80718336,10.31212838213397
TIC_339397736,6445465087626049920,295.7912,-60.2829,-1,17.81,13.4,2.9,0.27,27.2,24.9,9.2,56.14823133,9.653319597343796
TIC_467393247,1846416271738776832,314.7912,29.2609,-1,12.69,13.6,2.7,0.37,22.8,15.4,4.7,78.80220646,9.1173081105226
TIC_179829512,6116063498576108160,214.3859,-40.3156,22,10.14,15.5,3.3,0.71,23.0,6.3,4.9,98.61932939,10.530189774954884
TIC_129623324,5906427862850004096,221.6012,-45.6687,22,12.59,14.9,3.2,0.76,23.0,4.4,4.3,79.42811755,10.400128650638116
TIC_165941376,4944355154177076864,31.7579,-44.1107,-1,23.39,12.1,2.6,0.13,22.9,31.1,3.7,42.75331338,8.945151109136532
TIC_405508600,6061141965074631936,190.3441,-57.346,22,10.18,13.3,2.5,0.79,15.5,10.0,3.5,98.23182711,8.338738890047564
TIC_468344752,2748171662281026688,6.1468,7.5739,-1,11.0,13.9,2.8,0.21,23.1,7.6,6.2,90.90909091,9.106963425769411
TIC_426064196,5794661131496481280,237.0846,-72.5379,22,14.34,13.0,2.7,0.64,15.5,11.0,3.1,69.73500697,8.782745756767914
TIC_426064194,5794661062777003392,237.0902,-72.5399,22,14.21,14.2,3.0,0.56,22.2,7.7,4.3,70.37297678,9.962970389542235
TIC_72162112,6859532679792922624,306.3634,-19.8011,-1,17.27,13.3,3.1,1.0,7.8,3.1,2.1,57.90387956,9.486461687834687
TIC_53205995,3788509292236919680,166.5294,-4.3357,-1,13.36,13.3,2.8,0.33,17.6,7.7,3.4,74.85029940000001,8.929032290732378
TIC_168823158,6765586214428575488,291.2876,-28.0406,-1,10.68,15.2,3.0,0.22,30.7,16.6,7.7,93.6329588,10.342856263497431
TIC_11568422,5039642851928932608,19.8641,-26.3652,-1,18.22,12.3,2.6,0.58,16.5,11.0,2.4,54.88474204,8.602741863252648
TIC_52583022,3341238918520502912,84.1539,13.0101,18,10.06,14.6,3.1,1.0,11.2,2.7,2.9,99.40357853,9.61298990357392
TIC_169530372,2982682099324617728,77.9425,-17.0913,-1,18.81,14.1,3.1,0.29,34.2,25.6,7.8,53.16321106,10.471943977668074
TIC_2523668,6762966937215690752,289.1234,-27.1188,22,14.6,13.6,2.9,0.26,21.4,7.5,5.6,68.49315068,9.421764279078532
TIC_102462453,5414158429569765632,154.8231,-44.6267,-1,14.74,12.5,2.7,1.0,10.0,4.5,3.1,67.84260516,8.34248741748835
TIC_59276615,3347403678354726144,85.3478,14.07,-1,12.09,16.5,3.8,0.68,34.9,12.4,11.1,82.71298594,11.912131504272155
TIC_59276613,3347403678354726400,85.3458,14.0701,-1,12.13,16.1,3.5,0.31,43.7,7.2,6.0,82.44023083,11.51930400440257
TIC_27960225,1880060193671422720,333.4846,25.8645,-1,12.34,14.1,2.9,0.21,25.9,27.2,6.6,81.03727715,9.556575798418798
TIC_164210761,5990286858802698752,243.0213,-45.9405,-1,22.79,13.0,2.9,0.18,26.2,17.4,7.8,43.87889425,9.788721625994166
TIC_319307369,5667292948611471616,151.4926,-21.5207,-1,13.07,15.0,3.3,0.95,22.0,3.4,5.6,76.51109411,10.581377937864286
TIC_256168939,6067196013523931264,199.4837,-54.9282,22,11.97,14.5,3.0,0.26,22.3,5.4,5.3,83.54218881,9.890470751911105
TIC_12471629,2335390189483121152,3.4684,-25.5583,-1,23.58,13.1,2.9,0.2,26.9,16.0,6.8,42.40882103,9.96271900403986
TIC_399056504,3903637638657694464,187.7188,9.0923,-1,12.89,14.9,3.1,0.15,32.5,21.0,9.9,77.57951901,10.451264586682546
TIC_102390394,4120873171826938368,261.3532,-21.5093,22,10.09,14.7,3.4,1.0,3.9,1.9,0.9,99.10802775,9.71945583118998
TIC_360739385,6445708835610391936,294.6846,-59.9416,-1,12.44,14.8,3.1,0.27,28.9,6.3,7.2,80.38585209,10.27410190177487
TIC_360779428,5250988846733325312,142.993,-62.1571,22,12.75,12.8,2.6,1.0,8.0,4.2,3.0,78.43137255,8.327550923822727
TIC_178934474,6121527693405027840,209.6688,-36.9209,-1,11.23,15.1,3.2,0.27,28.8,17.8,4.9,89.04719501,10.351898781389153
TIC_394664599,5199332484776169600,159.4242,-78.8193,22,10.57,16.0,3.8,1.0,11.3,2.8,3.1,94.60737938,11.12037493643594
TIC_168553269,6765662080732001664,290.7964,-27.5697,22,12.86,14.2,2.9,0.22,26.4,33.8,8.1,77.76049767,9.746204842862408
TIC_38131307,3790448349711996416,170.2029,-2.9116,-1,10.31,12.8,2.3,0.51,17.5,13.2,3.6,96.99321048,7.866293326311617
TIC_817917128,5516293374647532928,123.7817,-47.2149,-1,13.3,13.8,2.8,0.12,30.2,27.3,17.4,75.18796992,9.419258204974405
TIC_99208855,6011535535164345216,236.7091,-35.805,-1,17.48,13.8,2.9,0.15,34.9,26.7,23.4,57.20823799,10.012707141350342
TIC_400502724,409589835361969536,24.951,55.8346,-1,10.17,13.2,2.4,0.19,21.8,67.4,2.7,98.32841691,8.23660476466866
TIC_402030604,5786748736583239168,219.087,-76.9086,22,10.36,14.6,2.9,0.4,21.6,7.9,6.9,96.52509653,9.67679877693576
TIC_333043662,1880470070989480064,337.7468,25.8015,-1,15.13,14.3,3.1,0.43,28.4,9.8,4.2,66.09385327,10.199194640170004
TIC_439333757,4889151973881979008,61.488,-28.1629,-1,15.21,14.4,3.1,0.21,33.4,12.4,7.2,65.74621959,10.310646070343385
TIC_94671603,6549418242673650432,347.391,-39.4521,-1,10.11,14.5,2.8,0.2,24.8,12.3,5.1,98.91196835,9.523755777914833
TIC_94726121,1150285086178624384,118.1235,85.3816,-1,10.82,15.2,3.1,0.15,31.6,15.7,5.3,92.42144177,10.371136303958286
TIC_110798661,6835588645136005504,320.0328,-16.7635,-1,20.68,13.2,2.9,0.26,24.8,10.5,6.6,48.35589942,9.777752672097364
TIC_458181000,4307628623372139776,286.4074,8.8551,-1,10.13,14.8,2.9,0.28,25.2,8.6,6.4,98.71668312,9.828047226789243
TIC_176841249,158651835603803136,71.9384,30.4896,18,10.23,14.6,3.0,0.95,17.6,3.5,3.4,97.75171065,9.64937816867046
TIC_257570578,4071828489252873600,282.909,-28.3096,-1,24.09,12.1,2.7,0.31,23.6,22.3,6.8,41.51100042,9.009183999735916
TIC_327666194,5855730103274382464,192.1325,-68.4817,22,10.54,13.6,2.7,0.61,11.7,4.3,2.7,94.87666034,8.71420305441825
TIC_162085246,6077824373954815744,189.0565,-53.0258,22,10.12,14.3,2.9,0.94,14.2,2.4,4.4,98.81422925,9.325902562497188
TIC_470488739,3121768086855507584,95.2899,0.239,-1,15.37,13.7,2.9,0.22,25.4,17.5,7.2,65.06180872,9.633369337441398
TIC_407999216,3298889583203665792,64.8271,7.3194,-1,12.28,15.5,3.3,0.6,30.2,8.0,9.4,81.43322476,10.94599183391109
TIC_255263387,3040167625244851712,115.648,-10.755999999999998,-1,10.65,14.2,2.7,0.17,27.1,24.0,10.3,93.89671362,9.336748038758694
TIC_150906224,2797745549200763520,4.0642,19.8572,-1,65.72,10.9,2.8,0.2,34.0,20.4,7.9,15.21606817,9.988487773527618
TIC_434111079,2431769083806305152,4.8836,-5.9116,-1,22.5,14.7,3.5,0.48,38.8,11.7,6.7,44.44444444,11.460912590773958
TIC_439734295,5948621587231767040,264.5176,-47.0148,22,11.63,15.2,3.2,0.53,24.9,7.1,4.9,85.98452279,10.527898573538662
TIC_177291022,860453786736413568,166.3122,59.2517,-1,17.37,14.7,3.3,0.17,38.9,15.5,8.5,57.57052389,10.898999092302155
TIC_226102812,5408648849826522112,149.64600000000002,-46.4272,-1,64.78,10.0,2.7,1.0,12.1,2.7,4.1,15.43686323,9.057204718285234
TIC_365465464,4299430561595473280,303.2301,9.4469,-1,10.16,15.9,3.3,0.51,32.5,9.9,6.4,98.42519685,10.934468539748188
TIC_197804100,3603590055127452928,204.5961,-17.4066,-1,11.33,14.4,2.9,0.27,23.7,14.5,8.0,88.26125331,9.671149549311991
TIC_442644894,5981858685540705152,239.582,-50.4863,22,11.38,13.0,2.5,0.47,16.5,3.3,3.3,87.87346221,8.28071131040427
TIC_130810483,6391851457545654912,341.2022,-66.8346,-1,22.8,14.5,3.5,0.88,37.8,11.9,8.6,43.85964912,11.289674235141243
TIC_197884260,3274291270411229056,54.1707,3.4882,-1,37.08,12.4,3.1,0.14,32.9,20.2,10.3,26.96871629,10.245698627290205
TIC_312204205,4729524669602159104,56.7261,-57.5611,-1,11.54,14.2,2.9,0.42,23.8,15.3,7.9,86.65511265,9.51102904413982
TIC_35488490,5822329276475245824,237.5674,-66.8719,22,11.91,15.2,3.1,0.18,35.0,40.5,10.4,83.96305626,10.57955880729098
TIC_376564658,6016421494262600960,236.9029,-31.4452,22,12.71,14.1,3.1,0.99,14.7,2.3,2.8,78.67820614,9.620727752684484
TIC_302601590,713109058132529792,132.9461,33.255,-1,11.77,14.6,3.1,0.68,20.5,5.3,4.6,84.9617672,9.953882314338776
TIC_214833565,5693471014812746496,124.0321,-27.3902,-1,13.77,15.4,3.4,0.27,39.9,16.2,4.0,72.62164125,11.094669701257477
TIC_284066253,3296736739437207552,61.4727,5.5235,-1,15.95,14.0,3.0,0.19,28.3,12.2,8.6,62.69592476,10.013803437135374
TIC_342626499,5791768934876065152,224.9579,-76.9113,22,10.4,14.6,2.9,0.4,23.8,11.5,7.2,96.15384615,9.68516669658076
TIC_119028749,5861825550891696000,192.1994,-64.77,22,10.23,14.0,2.9,1.0,9.0,2.4,3.6,97.75171065,9.04937816867046
TIC_120747422,5861825349107118976,192.2197,-64.7697,22,10.32,14.2,3.0,1.0,10.6,2.4,3.5,96.89922481,9.26839848637084
TIC_462140372,5996732814442661760,243.0918,-40.2147,22,11.8,14.0,3.0,1.0,9.8,2.4,3.3,84.74576271,9.3594100365784
TIC_408345985,158964711085236096,69.2421,29.7633,-1,11.61,13.5,2.6,0.13,23.6,17.0,5.3,86.13264427,8.824161098747807
TIC_84770595,3518575511126138240,181.312,-19.5957,-1,10.09,15.7,3.3,0.41,30.4,10.9,6.3,99.10802775,10.71945583118998
TIC_75439988,3973427253740334464,172.8459,16.62,-1,16.18,13.3,2.8,0.37,22.3,7.7,6.0,61.80469716,9.3448925862753
TIC_385328237,4764908637411876736,88.2042,-59.4854,-1,15.28,15.4,3.7,1.0,22.5,3.4,4.0,65.44502618,11.320616771132345
TIC_54702322,3102825975413630848,103.256,-3.2460000000000004,-1,10.44,14.8,3.0,0.53,22.0,4.5,4.5,95.78544061,9.893502493399836
TIC_114795088,967312087728661760,98.828,47.7601,-1,13.6,12.0,2.2,0.17,14.7,1.9,2.9,73.52941176,7.667694541990061
TIC_344406503,341367200438551552,37.9142,44.9438,-1,19.98,13.1,3.0,0.7,16.7,4.8,4.9,50.05005005,9.602977419451989
TIC_215284001,4154989368339637120,277.6491,-10.351,-1,11.0,14.1,2.8,0.24,22.6,4.7,5.7,90.90909091,9.30696342576941
TIC_403951488,4154989368339636352,277.6502,-10.351,-1,11.0,14.5,2.9,0.17,25.1,16.5,6.7,90.90909091,9.70696342576941
TIC_262526895,3281189816818524160,69.9844,3.3417,18,10.33,15.9,3.4,0.62,31.4,5.1,6.4,96.8054211,10.970501607678449
TIC_450158024,1857250172128937856,308.9944,27.8672,-1,25.45,13.8,3.2,0.43,37.0,12.5,8.9,39.29273084,10.828438933628808
TIC_408771871,6018064886202720512,245.9447,-39.0338,22,10.17,14.3,3.1,1.0,6.5,2.5,1.8,98.32841691,9.336604764668662
TIC_453783283,4391351004985234816,255.4033,3.6508,-1,10.83,15.4,3.2,0.3,31.9,15.0,6.3,92.33610342,10.573142283042785
TIC_363930083,6150861598480158336,183.8776,-39.812,22,18.83,10.5,1.9,0.25,9.4,10.0,1.7,53.10674456,6.874251599942614
TIC_324729482,6414282147589248000,272.279,-76.22399999999999,-1,36.6,13.3,3.5,0.74,45.8,24.7,8.5,27.32240437,11.117405427098
TIC_135410440,6683082985045702144,308.4451,-37.5628,-1,30.59,14.6,3.9,0.49,37.5,9.0,8.9,32.69042171,12.02789738468692
TIC_384159007,5775143838024551168,244.065,-80.7533,-1,13.68,16.0,3.7,0.71,33.5,11.3,7.0,73.0994152,11.68043048705946
TIC_4110097,2353458223543916160,19.5038,-20.7767,-1,13.09,14.9,3.3,0.93,20.5,2.9,5.4,76.39419404,10.484698232789391
TIC_610061960,3910368578260350592,173.2415,6.8905,-1,12.82,13.2,2.7,0.19,20.5,15.0,2.8,78.00312012,8.739440126047755
TIC_229573730,5268506094172567808,105.3559,-68.8094,22,10.04,15.4,3.1,0.84,27.2,8.3,5.3,99.60159363,10.408668563946852
TIC_292166042,585740011966564224,141.0986,6.377999999999999,-1,16.16,13.4,2.9,0.3,28.3,21.0,10.3,61.88118812,9.442206782151144
TIC_28750861,5842571697842877440,186.3942,-71.9172,22,10.55,16.1,3.6,0.98,21.9,3.5,3.6,94.78672986,11.216262298118616
TIC_153065536,319629924276355968,25.418000000000003,37.6018,-1,11.14,14.2,2.8,0.25,23.9,19.1,5.7,89.76660682,9.43442595424327
TIC_202950781,5477559813377591552,91.872,-64.1588,-1,15.35,13.5,2.9,1.0,14.6,3.1,4.4,65.1465798,9.43054189921803
TIC_24348864,6508785103275505408,334.666,-53.4444,-1,21.91,11.9,2.6,0.15,20.2,13.4,3.0,45.6412597,8.603211887744896
TIC_279609261,5941934421908267776,245.1301,-46.6992,22,10.53,13.5,2.6,0.37,18.5,6.9,2.0,94.96676163,8.612141856005824
TIC_117380199,6090846749152290944,210.9064,-50.18,22,10.41,13.5,2.6,0.72,15.4,8.4,2.5,96.06147935,8.587253647479937
TIC_361939158,5786987227525797376,215.5052,-76.6538,22,11.47,14.0,2.8,0.91,20.7,9.0,3.4,87.18395815,9.297817089548682
TIC_1335522317,4991772314678700416,3.2202,-44.1074,-1,15.99,13.1,2.8,0.89,15.8,5.2,6.5,62.53908693,9.119242318707938
TIC_217064573,5953670063562260608,259.6935,-42.4912,22,10.22,16.0,3.4,0.45,32.0,11.0,6.0,97.84735812,11.047254479023003
TIC_435985984,5953670059265373696,259.694,-42.492,22,10.33,15.3,3.1,0.15,31.8,21.7,9.2,96.8054211,10.370501607678449
TIC_80469061,2193239588173870464,319.7752,63.1174,-1,11.88,14.4,2.9,0.35,22.1,6.8,5.1,84.17508418,9.77408220309906
TIC_113933204,2252484538848423040,288.15,63.1514,-1,10.13,12.7,2.3,0.19,18.0,3.5,3.6,98.71668312,7.728047226789242
TIC_229463472,6430875324240095872,304.4713,-62.2456,-1,18.16,13.8,3.2,1.0,17.5,3.5,3.3,55.06607929999999,10.095579220734242
TIC_369472794,2581708281894978176,12.5733,8.626,-1,16.43,12.9,3.0,1.0,5.5,2.3,2.2,60.86427267,8.97818781724458
TIC_395548812,1977862096568166144,326.5799,48.0372,-1,11.02,15.5,3.3,0.37,34.4,13.6,10.5,90.74410163,10.710907972660044
TIC_467751676,6151330196594603648,184.4964,-37.5788,22,13.07,15.1,3.5,1.0,15.0,3.1,3.5,76.51109411,10.681377937864283
TIC_69644320,4692180581798334720,17.5589,-68.2067,-1,13.62,14.1,2.9,0.24,30.8,17.2,11.2,73.42143906,9.770885537889912
TIC_449650822,6005090236665021952,227.3472,-40.7849,22,11.02,14.7,3.1,0.61,21.0,8.4,4.0,90.74410163,9.910907972660045
TIC_152048992,780883332824401024,160.1271,42.2891,-1,10.42,14.8,3.0,0.39,23.3,5.4,5.7,95.96928983,9.889338594755426
TIC_269118314,5908372482296952064,225.3193,-43.6585,-1,70.7,9.6,2.5,0.38,24.4,18.2,7.9,14.14427157,8.847097068986667
TIC_254046191,2389878584141597440,359.403,-19.7253,-1,11.1,13.5,2.6,0.37,18.7,13.4,2.8,90.09009009,8.726614893935459
TIC_237589630,475588261335351296,64.7672,62.3827,-1,13.32,15.4,3.3,0.21,45.0,30.4,13.2,75.07507508,11.022521124028964
TIC_408236807,5811866358170877184,259.3802,-66.9521,22,32.95,11.4,2.7,0.99,13.1,3.0,3.6,30.34901366,8.989277094439512
TIC_177340674,465097717818096896,37.9701,59.9428,-1,10.03,15.6,3.2,0.31,32.6,9.9,5.7,99.70089731,10.60650466506018
TIC_400896721,3208991141695868416,82.6101,-6.227,-1,11.26,14.4,3.0,0.46,20.5,6.2,5.0,88.80994671,9.657691952675222
TIC_81947141,5457259083514583552,161.469,-28.3251,-1,11.91,16.6,3.8,0.71,33.9,9.1,9.1,83.96305626,11.979558807290983
TIC_362494343,5477974775934944128,94.3068,-62.7212,22,10.6,16.0,3.5,0.7,30.2,8.5,7.1,94.33962264,11.126529326358597
TIC_278516698,5269333339234476544,121.4284,-71.1907,22,10.7,14.4,2.9,0.59,20.6,6.0,5.2,93.45794393,9.546918888315304
TIC_382613847,6059992460039778560,190.3681,-58.571000000000005,22,10.34,16.9,4.1,1.0,18.6,5.4,2.0,96.71179884,11.972602693777455
TIC_82204392,6342020177529562624,325.4718,-86.954,-1,10.04,15.9,3.3,0.82,28.8,5.4,9.2,99.60159363,10.908668563946852
TIC_84985271,827111612020422528,150.4282,51.0927,-1,12.05,14.1,2.8,0.25,24.7,12.0,5.1,82.98755187,9.50493523448169
TIC_308246072,4853515084038073344,51.6546,-38.8378,5,12.43,13.8,2.8,0.25,26.7,22.7,9.5,80.45052293,9.272355643165012
TIC_315190296,1955034895140470272,332.3211,37.9847,-1,12.45,15.1,3.1,0.19,31.1,14.6,7.3,80.32128514,10.575846757173975
TIC_113426433,3234516097975452672,79.2112,2.4535,-1,17.27,14.0,3.1,0.34,21.5,8.5,4.5,57.90387956,10.186461687834688
TIC_122541260,6066053552224632832,207.96,-52.391000000000005,22,10.21,13.8,2.8,1.0,11.9,3.3,3.6,97.94319295,8.845128710392208
TIC_322952419,4109530502450883840,258.6819,-24.8233,-1,10.69,13.3,2.7,0.9,12.1,7.1,3.1,93.5453695,8.444888526141607
TIC_281573523,5208580545795805696,125.1234,-80.0571,22,10.3,14.5,3.2,1.0,8.6,2.4,2.6,97.08737864,9.564186123543234
TIC_347436106,4920160332088386432,7.456,-54.694,-1,25.95,13.0,3.2,1.0,19.3,6.1,4.8,38.53564547,10.070686811038556
TIC_74226900,5801918389271009152,260.1909,-75.6834,-1,11.84,14.1,3.2,1.0,7.6,2.5,2.5,84.45945946,9.466758511920608
TIC_457590158,6204854491355796352,223.4889,-33.9098,22,10.15,15.0,3.0,0.54,22.3,6.6,4.1,98.52216749,10.032330211195127
TIC_54933794,5444751795151480320,160.6248,-33.6713,-1,29.39,10.6,2.5,1.0,7.9,2.7,2.7,34.02517863,7.940997930502688
TIC_172216273,5641353923129557504,133.5086,-30.8602,-1,33.13,12.1,2.9,0.43,29.6,38.9,11.8,30.18412315,9.701107179497743
TIC_71445379,5104099762602067328,45.7153,-19.1973,-1,24.07,13.8,3.2,0.41,33.2,7.6,6.9,41.54549231,10.707380451588609
TIC_159925317,4854562884259914240,50.952,-36.8775,5,10.5,15.1,3.1,0.77,23.8,8.4,4.8,95.23809524,10.20594649530626
TIC_277840907,3567379121431731328,180.0063,-17.5254,22,18.82,12.4,2.9,1.0,7.6,2.8,3.3,53.13496281,8.773098095273353
TIC_276224844,6005261829198023296,228.481,-39.6875,-1,25.11,14.1,3.6,0.99,18.2,3.3,3.7,39.82477101,11.099233563431934
TIC_60683434,2345626677097190784,11.3917,-24.556,-1,11.54,12.8,2.4,0.24,15.9,5.8,3.6,86.65511265,8.111029044139823
TIC_365964758,6002298026899634176,231.9893,-42.2734,22,10.67,16.6,3.8,0.92,27.7,5.1,6.1,93.72071228,11.740822097062418
TIC_26538613,4319874743375796224,290.0136,14.4012,-1,11.04,13.9,2.7,0.54,18.4,4.3,3.8,90.57971014,9.11484536708403
TIC_157846137,783592323326455424,166.56,47.432,-1,10.73,15.5,3.2,0.17,37.0,30.6,9.4,93.19664492,10.652998609847996
TIC_399100329,4078093098528085504,280.9784,-24.0342,-1,10.09,15.4,3.2,0.29,29.7,18.2,4.0,99.10802775,10.419455831189982
TIC_451265472,2477870708709917568,23.8084,-7.2145,-1,26.82,12.0,2.8,0.93,14.1,3.3,4.1,37.28560776,9.142293867310377
TIC_27457247,6083197412395551232,204.2589,-47.113,22,11.08,13.5,2.6,0.83,13.5,3.7,3.0,90.25270758,8.722698801991587
TIC_99964558,1125545279982974720,138.3394,77.0266,-1,11.9,16.0,3.7,0.98,23.5,5.0,5.3,84.03361345,11.377734806843224
TIC_375058755,5864339794779803136,206.0307,-64.2102,22,10.02,15.2,3.2,1.0,16.4,3.8,4.0,99.80039920000002,10.204338607690875
TIC_197005132,2754437229291762944,6.0566,11.5082,-1,10.79,14.9,3.0,0.37,27.4,8.3,6.3,92.67840593,10.065107223447775
TIC_155008368,4045024045032708096,277.555,-32.6396,22,14.01,14.8,3.3,0.97,22.2,3.4,5.3,71.37758744,10.532190676354174
TIC_386109826,6057500245143971328,182.5056,-62.4453,22,10.16,14.6,2.9,0.49,22.3,6.1,6.2,98.42519685,9.634468539748188
TIC_398007510,6113230293329865600,206.2192,-40.5485,22,10.18,15.1,3.1,0.21,27.9,6.4,4.0,98.23182711,10.138738890047565
TIC_389413306,510731333028093824,21.5038,61.7796,-1,16.95,13.3,2.9,0.21,24.6,7.1,6.6,58.99705015,9.445848512603218
TIC_83211264,6271155794125845504,213.7948,-25.3368,22,12.05,12.9,2.4,0.22,21.4,22.8,3.7,82.98755187,8.304935234481691
TIC_374525618,5775740666680052480,250.2229,-79.3716,-1,15.2,15.2,3.5,0.94,28.1,8.1,5.3,65.78947368,11.109217939862836
TIC_178805392,964177934129917696,99.1056,43.8291,-1,19.83,12.7,2.7,0.3,28.4,17.8,10.4,50.42864347,9.18661357100458
TIC_401028781,5656095208662171904,134.9776,-20.9081,-1,16.8,13.0,2.7,0.41,19.0,6.2,4.2,59.52380952,9.126546408768288
TIC_99135109,928878937953274240,122.1033,43.7983,-1,19.15,13.6,3.0,0.32,29.2,22.7,10.6,52.21932115,10.01084389147435
TIC_429152610,3485098646237003136,173.1711,-26.8693,22,21.52,13.4,3.5,1.0,6.7,2.3,2.3,46.46840149,10.064211334831048
TIC_72506595,3485098646237003392,173.1715,-26.8657,22,21.61,11.2,2.5,1.0,6.8,3.0,1.9,46.27487274,7.873273834608598
TIC_438089158,5869984172064201856,202.7194,-59.3717,22,11.25,14.8,3.1,0.56,26.6,14.6,7.5,88.88888889,10.055762612209763
TIC_236960684,5842802835803988352,185.1411,-71.5886,22,10.77,13.2,2.9,1.0,3.4,1.4,0.9,92.85051068,8.36107851643866
TIC_286397260,5842775554171002496,185.5926,-71.6178,22,10.52,12.5,2.4,0.9,9.5,3.5,1.3,95.05703422,7.610078699100761
TIC_403509140,4122654960435376768,262.1949,-18.3561,22,11.44,13.6,2.7,0.45,17.9,6.1,4.3,87.41258741,8.892130122349302
TIC_386839497,6033270754106149888,254.6178,-27.4049,22,12.11,11.7,2.1,0.99,7.4,6.2,1.0,82.57638315,7.115720715831435
TIC_323246164,5209038423669475712,130.661,-78.9118,22,10.19,13.0,2.5,0.5,11.1,3.4,2.8,98.13542689,8.040870920012372
TIC_323354786,5209019731971781248,130.4036,-79.0584,22,10.12,13.1,2.5,1.0,10.4,1.9,4.4,98.81422925,8.125902562497187
TIC_416358769,5209118305765620096,131.9858,-78.9147,22,10.45,12.1,2.5,1.0,2.7,1.2,0.9,95.6937799,7.19558145233308
TIC_323246065,5209009149172296960,129.0439,-79.1383,22,10.15,15.5,3.8,1.0,4.8,1.9,1.3,98.52216749,10.532330211195127
TIC_297146930,5209037736474704512,130.6122,-78.9632,22,10.12,13.8,2.9,1.0,8.1,2.4,3.6,98.81422925,8.825902562497188
TIC_323172801,5209019521517870080,130.5983,-79.0674,22,10.05,11.9,2.1,1.0,6.6,4.7,1.0,99.50248756,6.910830308830311
TIC_7267868,5209039110864333312,130.3756,-78.885,22,10.12,15.2,3.4,1.0,10.1,1.8,2.9,98.81422925,10.225902562497186
TIC_461548401,3269925010954032384,55.5877,1.0719,-1,11.59,15.2,3.2,0.25,30.9,12.9,4.7,86.28127696,10.52041717989094
TIC_253455154,3212770678555564672,76.0285,-4.4252,-1,10.54,14.9,3.0,0.48,23.4,11.4,5.2,94.87666034,10.014203054418251
TIC_213034882,4428224600593913984,232.2173,4.2506,-1,10.71,17.3,4.0,0.42,44.6,8.2,12.5,93.37068161,12.448947354065687
TIC_241423335,6069224028358222464,205.7974,-51.9366,22,10.42,14.5,3.0,1.0,12.6,2.4,2.5,95.96928983,9.589338594755423
TIC_113550277,6183591791897683584,194.7624,-31.755,22,13.65,13.4,2.9,1.0,10.7,1.9,4.3,73.26007326,9.075663256886044
TIC_366627719,1157302444264080000,227.6223,6.1888,-1,14.98,15.4,3.4,0.31,44.6,23.7,7.9,66.75567423,11.277559066892373
TIC_35260896,4118291449865888768,263.5697,-20.9495,-1,12.23,13.9,2.7,0.15,27.4,14.5,8.6,81.76614881,9.337132285298036
TIC_102801777,3638148809395689344,200.0731,-2.4044,-1,17.74,13.7,3.0,0.22,25.9,22.2,9.4,56.36978579,9.94476807766398
TIC_38903446,4111769078110207616,261.3987,-22.4648,-1,10.58,16.4,3.7,0.8,30.5,8.3,6.9,94.51795841,11.52242833854404
TIC_360704473,5250150091153808768,142.097,-64.2485,22,11.24,14.0,2.7,0.12,24.3,9.0,7.3,88.96797153,9.253831556171292
TIC_50236446,6701631127738944512,273.3542,-52.305,-1,10.72,14.2,2.7,0.2,24.9,16.4,6.0,93.28358209,9.350973926773332
TIC_245067961,5243663831537899392,143.563,-69.2526,22,10.45,15.6,3.4,1.0,20.6,3.3,5.1,95.6937799,10.69558145233308
TIC_4290970,3210242935682998656,79.4069,-5.0618,-1,11.7,17.2,4.1,0.5,45.2,4.4,16.3,85.47008547,12.54092930873298
TIC_35921606,4055648114840006400,268.0697,-31.6629,22,10.86,16.5,3.6,0.48,41.0,9.0,9.4,92.08103131,11.67914912620638
TIC_400960540,3412996998716991232,71.0721,22.2743,18,11.38,13.0,2.4,0.23,16.0,13.0,4.3,87.87346221,8.28071131040427
TIC_357568598,5787486405802316288,181.9501,-79.8785,22,10.02,13.3,2.6,1.0,9.9,3.0,3.0,99.80039920000002,8.304338607690879
TIC_60851503,4898005104069516928,66.9003,-23.2831,-1,24.88,13.7,3.2,0.31,37.3,29.5,15.0,40.19292605,10.679251879824642
TIC_389125902,4769544865628780800,80.5234,-55.8261,-1,11.8,13.5,2.6,0.4,17.4,6.8,3.5,84.74576271,8.8594100365784
TIC_300810668,6385263454453789952,336.5605,-69.9771,-1,10.29,17.1,3.8,0.34,47.8,13.0,5.8,97.18172983,12.16207687391922
TIC_468266962,5479654005068766208,106.6446,-59.9087,22,10.16,14.6,2.9,0.41,24.5,12.6,6.7,98.42519685,9.634468539748188
TIC_201862965,5612907495740068352,110.5072,-27.588,-1,10.42,14.5,2.8,0.22,26.9,31.6,8.9,95.96928983,9.589338594755423
