TIC_ID,GDR2_ID,GDR2_RA,GDR2_DEC,TLC,mas_parrallax,g_mag,bp-rp,probability,age_myr,age_err_lower,age_err_upper,Distance,absolute_mag
TIC_421448839,6074422347544149248,191.1642,-54.2297,22,10.83,13.1,2.4,0.29,18.4,12.8,3.1,92.33610342,8.273142283042782
TIC_274589383,3594955732050281344,181.0138,-6.5054,-1,10.27,14.3,2.7,0.2,28.6,17.8,11.2,97.37098345,9.35785221791799
TIC_453723441,5997293767212191360,244.6572,-38.653,22,10.35,14.6,2.9,0.33,22.1,6.5,7.1,96.61835749,9.674701748917997
TIC_333884277,5198221531355454464,169.2351,-80.4644,-1,35.4,13.2,3.3,0.81,41.9,30.1,6.7,28.24858757,10.94501631017671
TIC_81100067,248452695459090816,57.6961,48.2097,-1,14.61,13.7,2.9,0.98,16.3,4.6,6.0,68.44626968,9.523251079617632
TIC_450993824,5859820114746274944,186.2998,-67.3625,22,10.06,15.2,3.2,0.99,18.2,3.3,4.2,99.40357853,10.21298990357392
TIC_192543856,6309273633174150528,227.4131,-13.5369,-1,18.99,12.8,2.9,0.99,12.3,2.9,4.0,52.65929437,9.192624823497692
TIC_96170431,5668221005144096896,154.5559,-20.4776,-1,39.48,12.3,3.2,0.9,24.5,6.1,5.1,25.32928065,10.281885719853364
TIC_400445441,231574470418867968,60.4435,43.5368,-1,10.18,14.0,2.8,1.0,10.7,2.3,3.8,98.23182711,9.038738890047563
TIC_365747298,3237973752806799360,81.3856,6.4259,18,10.0,13.4,2.5,0.18,19.4,11.5,2.4,100.0,8.4
TIC_396366152,3580937950931733632,184.3039,-10.5447,-1,11.18,12.3,2.3,0.85,9.0,3.9,2.4,89.44543828,7.542209017816299
TIC_3586575,1227317935971408512,216.3762,12.708,-1,12.62,14.1,2.9,0.35,20.5,5.5,5.6,79.23930269,9.605296774653928
TIC_220174253,6115448562335145600,207.9388,-37.699,22,10.64,13.5,3.0,1.0,4.3,1.7,1.8,93.98496241,8.634708139703077
TIC_101116521,73034991155555456,34.4837,12.4238,-1,15.85,12.8,2.7,0.35,19.8,15.4,4.1,63.09148265,8.800146332763424
TIC_466349721,2948933070949888896,103.4938,-14.4284,-1,12.34,15.9,3.5,0.31,42.5,14.9,5.6,81.03727715,11.3565757984188
TIC_327144774,5843249890363582848,188.8135,-70.7189,22,10.71,15.7,3.6,1.0,17.7,3.0,3.4,93.37068161,10.848947354065686
TIC_127861245,6073242571576880128,189.5178,-55.9967,22,10.08,15.2,3.3,1.0,11.8,2.9,3.3,99.20634921,10.21730266046762
TIC_116514018,2204655198930270080,334.8979,61.3393,-1,18.95,13.9,3.2,0.99,23.3,5.3,4.4,52.77044855,10.288046071471598
TIC_169693696,5788534858859490432,180.5145,-78.8837,22,10.01,11.5,2.0,1.0,3.4,0.7,0.2,99.9000999,6.502170387398765
TIC_360551942,4073797031696975232,283.5385,-26.3611,22,13.75,14.7,3.1,0.43,27.7,4.5,4.5,72.72727273,10.391513490749976
TIC_671638161,5257836605156299776,147.5025,-58.4718,22,12.76,14.3,2.9,0.14,28.4,30.1,5.1,78.36990596,9.829253371818012
TIC_9379269,4070399300273013376,269.1577,-21.6354,22,10.09,13.1,2.5,0.75,10.0,2.8,2.9,99.10802775,8.119455831189981
TIC_405363950,3493814268751183744,179.2006,-22.4894,22,12.72,15.3,3.6,1.0,11.1,2.4,2.7,78.6163522,10.82243555659672
TIC_55554937,5335253699937967616,179.873,-60.6852,22,10.48,15.4,3.2,0.35,30.4,9.1,7.3,95.41984733,10.501806413198585
TIC_356739801,6833292181958100224,317.5227,-19.3331,-1,31.03,10.8,2.4,0.18,22.3,10.5,6.2,32.22687722,8.258908877624206
TIC_76769931,5795938214256729216,229.634,-70.8238,-1,13.16,16.2,3.8,0.76,32.0,7.8,8.0,75.98784195,11.796279446255053
TIC_135041951,4719926585926733184,46.5561,-65.3579,-1,11.63,15.3,3.4,0.97,21.0,3.0,6.4,85.98452279,10.627898573538664
TIC_264251635,6068338371741297536,198.3801,-53.2478,22,11.66,14.8,3.3,1.0,9.5,1.9,2.9,85.76329331,10.133492752126704
TIC_406074454,6010503407289419776,239.0141,-36.7322,22,10.71,13.6,3.1,1.0,3.9,2.1,1.1,93.37068161,8.748947354065686
TIC_127602471,6442237608681598080,295.3717,-61.5314,-1,11.33,15.6,3.3,0.22,40.7,28.0,9.6,88.26125331,10.871149549311992
TIC_29924363,5416606290347735040,156.5085,-41.0983,22,11.78,11.8,2.1,0.95,8.4,1.8,1.4,84.88964346,7.155726452344879
TIC_193563531,6728181206848748672,274.6475,-37.1707,22,25.42,13.0,3.1,0.98,18.5,5.7,4.8,39.33910307,10.02587773100439
TIC_231931266,5285443280524870656,105.4078,-64.1934,22,12.2,16.4,3.8,0.93,27.8,3.5,6.4,81.96721311,11.831799153499686
TIC_169803999,3582499399179171200,182.8348,-8.0436,-1,10.42,15.2,3.1,0.28,29.2,17.8,7.8,95.96928983,10.289338594755424
TIC_239708200,4791443666920849152,69.5364,-43.7134,-1,12.91,15.8,3.7,0.91,29.7,6.5,8.5,77.45933385,11.354631211324502
TIC_393747102,4778915109878774912,66.0043,-55.2062,-1,13.1,12.5,2.5,0.59,13.0,3.1,2.7,76.33587786,8.08635647835265
TIC_370313746,3734899437433049216,191.8828,9.2052,-1,10.18,15.5,3.3,0.88,22.1,3.6,5.3,98.23182711,10.538738890047563
TIC_43603792,799111547691173760,142.8498,36.6641,-1,10.83,14.9,3.1,0.34,25.6,13.9,6.5,92.33610342,10.073142283042785
TIC_85037735,4871160115360229120,66.9404,-33.4618,-1,16.15,14.6,3.3,0.66,26.5,8.9,6.7,61.91950464,10.640862633474583
TIC_236852013,3434200706799256320,99.5138,28.814,-1,13.14,14.0,2.9,0.34,20.4,5.4,5.2,76.10350076,9.59297682614834
TIC_146725601,5903344660469092736,227.3656,-47.9457,-1,12.36,13.5,2.7,0.5,16.2,7.3,3.4,80.90614887,8.960092353691891
TIC_4266308,4755745925980823296,44.7638,-42.5458,5,10.61,14.2,2.8,0.36,24.2,17.1,8.6,94.25070688,9.328576919513653
TIC_408245855,4048015232057762432,276.1631,-29.759,22,10.05,12.4,2.2,0.13,12.0,38.2,1.2,99.50248756,7.410830308830311
TIC_254178075,6708518021898813056,277.0675,-46.2346,22,10.17,15.5,3.3,0.45,25.3,9.0,5.5,98.32841691,10.53660476466866
TIC_15349913,5323690033028759936,135.3354,-52.3535,-1,12.21,14.4,3.1,0.73,21.4,8.9,4.3,81.9000819,9.833578319726584
TIC_188649966,6348589626362908416,328.3532,-81.1364,-1,11.21,14.6,2.9,0.29,25.8,17.7,8.1,89.20606601,9.84802806303545
TIC_261115693,2115120936283527808,275.0655,44.598,-1,10.64,12.8,2.3,0.25,20.1,23.8,4.9,93.98496241,7.934708139703078
TIC_156844815,5322195109524021120,126.5014,-51.903,-1,13.29,13.4,2.7,0.23,22.4,13.4,5.9,75.24454477,9.01762490472821
TIC_282537763,5843299883788891392,190.7321,-70.5725,22,10.06,16.0,3.7,1.0,13.5,2.4,3.1,99.40357853,11.01298990357392
TIC_311270551,5828195991325692928,245.5894,-63.914,22,17.55,13.6,3.2,1.0,11.7,3.3,3.3,56.98005698,9.821385604011386
TIC_209170650,5811065741901283840,259.5342,-69.7735,-1,12.51,14.5,3.0,0.83,22.3,6.0,4.5,79.93605116,9.98628654844191
TIC_408217710,4721078629298085760,44.1968,-63.7174,-1,16.68,12.8,2.8,1.0,10.0,2.3,3.3,59.95203837,8.91098023148341
TIC_58904986,6010508698689256064,238.9484,-36.5669,22,10.67,13.5,2.7,1.0,11.2,4.5,3.3,93.72071228,8.640822097062417
TIC_171941492,4884832405012738048,66.2266,-30.4307,-1,14.3,15.0,3.3,0.36,32.6,7.4,4.3,69.93006993,10.77668018732748
TIC_148775065,5732702551750568064,138.9045,-13.3374,-1,15.12,13.1,2.8,0.88,15.7,5.1,5.3,66.13756614,8.997758955746027
TIC_429023980,5355516599704195840,156.5041,-54.441,22,12.99,14.0,2.9,0.36,19.4,5.6,5.3,76.98229407,9.568045755431804
TIC_7951228,5191445859668138496,167.4973,-83.3626,-1,11.74,14.5,3.0,0.58,18.6,4.8,3.6,85.17887564,9.848340484528446
TIC_351594382,5242619432931234048,148.7807,-70.6451,22,10.5,16.7,3.7,0.5,41.7,14.5,10.0,95.23809524,11.80594649530626
TIC_67048477,4792329460975742208,87.0415,-52.184,-1,16.25,14.4,3.2,0.22,36.0,23.0,9.5,61.53846154,10.45426682652018
TIC_148317892,5286418719136987136,101.5367,-63.6858,22,11.19,14.2,2.8,0.2,23.5,11.4,5.1,89.36550492,9.444150432522754
TIC_83582171,1865441877352572160,315.7044,32.9048,-1,10.5,13.6,2.7,0.35,19.4,11.0,3.4,95.23809524,8.70594649530626
TIC_117941790,6202965083703333504,219.8134,-35.4534,22,10.82,14.5,3.0,0.8,16.5,4.0,4.6,92.42144177,9.671136303958288
TIC_21109023,1261440042389102080,225.144,20.9695,-1,10.56,15.0,3.0,0.3,25.7,12.0,6.7,94.6969697,10.11831959091948
TIC_14815997,241638678304225024,52.4122,44.6847,-1,10.11,14.3,2.8,0.52,20.5,10.0,5.1,98.91196835,9.323755777914831
TIC_11071764,5733036283594679552,137.3147,-12.605,-1,19.86,12.0,2.4,0.17,24.4,121.1,7.4,50.35246727,8.489896220835464
TIC_35407889,3238965099979863296,76.554,4.6572,-1,35.97,12.0,2.9,0.17,23.7,8.9,5.8,27.80094523,9.779702189259542
TIC_332217166,5616318829343360000,109.4462,-25.9819,-1,12.47,12.2,2.3,0.89,9.5,3.5,1.7,80.19246191,7.679332267354276
TIC_269065273,6111552614685208064,205.3605,-43.6982,-1,17.52,13.9,3.1,0.5,24.6,5.9,5.7,57.07762557,10.117670509189844
TIC_160626275,330327279061556096,29.7547,36.1653,-1,19.9,13.9,3.1,0.16,33.0,12.7,6.6,50.25125628,10.394265382109335
TIC_415040956,4707563810327288192,4.3492,-66.7535,-1,27.17,11.3,2.5,0.14,24.9,37.0,9.0,36.80529996,8.470448192277939
TIC_405089321,1934167710631962880,341.5655,43.8132,-1,11.63,13.8,2.7,0.44,19.3,6.5,4.3,85.98452279,9.127898573538664
TIC_388584490,5859373919170289024,185.495,-67.9152,22,10.43,13.4,2.7,0.98,11.2,3.7,3.1,95.87727709,8.491421542026904
TIC_240515514,561060481345473408,31.9708,76.7449,-1,11.79,14.2,3.0,0.44,18.2,4.2,5.8,84.81764207,9.557569025463936
TIC_179793013,6782078648325119232,315.5652,-31.4874,-1,21.35,12.8,2.8,0.33,23.6,13.0,5.7,46.83840749,9.446989396997388
TIC_380347426,5213914375483588480,122.6512,-74.9698,-1,12.54,13.1,2.6,0.2,20.7,25.7,3.1,79.74481659,8.591487682389669
TIC_56628394,6081815906097146880,199.2402,-49.2947,22,10.53,15.0,3.0,0.16,30.5,17.1,4.8,94.96676163,10.112141856005824
TIC_259787335,4722454397518776832,49.5741,-61.6711,-1,17.45,16.2,3.9,0.45,48.5,8.7,10.0,57.30659026,12.408977156395649
TIC_462083501,6034137237937177344,251.8656,-26.8083,22,11.16,14.2,2.9,0.54,19.7,8.2,4.5,89.60573477,9.438320972935706
TIC_297944552,5970835226834653056,252.9936,-38.7251,22,11.33,14.9,3.4,1.0,10.1,2.0,2.9,88.26125331,10.171149549311991
TIC_434587201,6863579569779257728,297.4453,-23.9884,-1,10.4,14.4,2.8,0.21,26.0,34.4,7.0,96.15384615,9.48516669658076
TIC_251845153,4781262017448757120,67.3912,-51.6476,-1,12.8,14.2,3.0,0.56,18.1,4.9,4.2,78.125,9.73604984823934
TIC_147225014,2315841869173294080,6.9599,-32.552,-1,28.66,11.7,2.7,0.9,16.6,8.0,4.7,34.89183531,8.986380930340069
TIC_268184815,2315849737553379840,7.0604,-32.4656,-1,28.47,13.5,3.4,0.64,28.4,7.1,7.2,35.12469266,10.771937335669197
TIC_69228544,2315841869173294208,6.9604,-32.5569,-1,28.68,11.9,2.8,0.35,19.2,6.0,4.1,34.86750349,9.187895734776433
TIC_189075551,6158096964812941568,186.8006,-34.6117,-1,11.42,16.3,3.6,0.26,45.1,10.8,8.4,87.56567426,11.58833051944231
TIC_281722347,3689321489301802496,194.8266,-0.178,-1,34.19,11.7,2.7,0.13,27.3,26.1,8.5,29.24831822,9.369495504109352
TIC_421733188,4645306786198365696,36.1035,-70.5559,-1,22.73,13.5,3.1,0.3,33.3,19.4,11.4,43.99472063,10.282997178798787
TIC_59647269,3673627094686545152,214.1008,7.2228,-1,10.18,14.6,3.0,0.65,17.2,4.7,4.2,98.23182711,9.638738890047565
TIC_157512845,5909538759200628608,268.3758,-63.2097,-1,13.37,14.2,2.9,0.19,28.5,23.4,5.5,74.79431563,9.830657036368333
TIC_360839074,2115929970682356608,270.6237,44.9764,-1,11.94,15.2,3.2,0.16,33.8,26.4,8.9,83.7520938,10.585021634027552
TIC_411614400,4925565806128845056,11.368,-51.6264,-1,24.3,11.0,2.3,0.15,19.5,30.0,6.0,41.15226337,7.92803136822825
TIC_96660605,4960829922874379904,28.3623,-40.738,-1,11.23,14.0,2.7,0.16,25.4,7.7,7.2,89.04719501,9.251898781389151
TIC_470469786,6079389253876183808,190.222,-50.5299,22,11.12,14.5,2.9,0.25,25.5,19.4,7.6,89.92805755,9.73052393632574
TIC_233514176,5236118845347751552,178.0741,-66.7627,22,10.17,14.6,3.2,1.0,8.9,2.6,2.8,98.32841691,9.63660476466866
TIC_94278970,2125063338896204800,270.9037,52.2864,-1,12.31,14.4,3.0,0.39,24.6,7.2,6.4,81.23476848,9.851290264680904
TIC_78995824,1706025954172830976,248.8394,77.7552,-1,11.6,6.7,0.8,0.33,3.9,1.6,0.4,86.20689655,2.022289946178021
TIC_426421802,5274169506769902848,117.2297,-67.3598,-1,18.73,14.3,3.4,1.0,19.0,2.7,4.7,53.39028297,10.66268888681517
TIC_405759182,6760846563417053056,284.5174,-29.8848,22,13.47,11.1,1.8,0.23,9.4,1.3,1.9,74.23904974,6.7468379786197055
TIC_52495497,2438313269639777408,352.5711,-8.6438,-1,21.47,12.9,2.8,0.18,26.6,33.8,9.2,46.57661854,9.55916022206442
TIC_434372575,5764784514344281088,266.8632,-88.7696,-1,17.18,13.1,2.9,0.99,16.9,3.3,5.1,58.20721769,9.275115797662428
TIC_289774827,6865920120795275008,301.9052,-20.8383,-1,10.21,15.6,3.2,0.22,33.9,26.2,9.6,97.94319295,10.645128710392209
TIC_338498020,5996218071193669248,239.4518,-40.152,22,10.23,15.0,3.1,0.62,24.3,6.4,6.1,97.75171065,10.04937816867046
TIC_73284636,5935776714456619008,254.3344,-53.7258,22,19.76,11.3,2.5,1.0,8.8,5.2,2.1,50.60728745,7.778934701231989
TIC_241803866,2317801508131699456,9.7614,-30.2109,-1,10.0,14.4,2.8,0.3,20.9,8.8,5.7,100.0,9.4
TIC_15495952,5844015768940264320,201.1461,-70.3407,22,10.37,16.3,3.7,0.99,18.7,3.4,3.9,96.43201543,11.378893781925443
TIC_95914559,2830531508472606720,345.736,17.2096,-1,11.92,15.4,3.3,0.65,26.2,7.0,8.5,83.89261745,10.781381277012402
TIC_277554648,5201545698604583680,164.1304,-76.3093,22,10.0,14.2,2.9,1.0,9.9,1.9,3.7,100.0,9.2
TIC_387001507,5143033331901973888,28.4616,-14.9974,-1,29.54,11.5,2.7,0.35,18.8,7.1,3.8,33.85240352,8.852052454921346
TIC_205346278,6721666531703090432,277.0688,-44.3635,22,12.31,12.6,2.4,0.2,16.8,6.3,2.7,81.23476848,8.051290264680903
TIC_290408826,2889577653707588736,89.4646,-33.4051,-1,10.88,14.5,2.8,0.15,29.1,43.3,10.1,91.91176471,9.683144476713524
TIC_421225699,5600847330656335744,119.6526,-27.9212,-1,10.15,15.1,3.1,0.52,23.1,9.5,4.3,98.52216749,10.132330211195129
TIC_188874191,6649786646225001984,280.5203,-55.9039,22,19.33,13.9,3.1,0.16,29.3,18.5,7.7,51.73305742,10.331159270297809
TIC_429466958,6649788119394186112,280.5291,-55.9074,22,19.47,12.4,2.6,0.46,17.8,8.2,3.9,51.36106831,8.846829757609497
TIC_406120297,6146107993101452160,188.7673,-41.6108,22,17.36,12.0,2.6,0.69,9.3,2.9,3.2,57.60368664,8.197748604049494
TIC_168122768,5841058323178039680,205.0493,-70.3137,22,15.39,15.2,3.5,0.94,29.3,10.8,6.3,64.97725796,11.136193099147835
TIC_166560208,4096570318374054272,275.4026,-17.3763,-1,12.74,14.4,3.2,1.0,16.9,4.3,5.1,78.49293564,9.925847139880268
TIC_94642874,4121881320935011200,262.5025,-18.6705,22,11.5,12.8,2.6,1.0,5.7,3.2,2.0,86.95652174,8.103489201746346
TIC_40908145,1965002792686256384,318.3553,38.4336,-1,10.97,14.1,2.8,0.4,19.4,5.4,4.7,91.15770283,9.301033137775622
TIC_77418908,1287845363887270400,218.3804,34.2963,-1,20.9,15.2,3.7,0.8,39.2,9.4,8.1,47.84688995,11.800731430652986
TIC_203448452,3536988276442796800,164.7101,-23.7725,-1,22.7,13.8,3.5,1.0,13.3,2.5,2.9,44.05286344,10.580129285774523
TIC_139993838,6073455876824893312,189.6374,-55.5095,22,10.56,14.1,2.9,0.98,14.9,3.0,5.1,94.6969697,9.21831959091948
TIC_427380721,3216729878197029120,82.9912,-3.0604,-1,25.94,12.7,3.2,1.0,9.7,2.1,2.3,38.55050116,9.769849858544005
TIC_50745311,3216753556349327232,83.0249,-3.0213,-1,26.07,13.9,3.3,0.24,44.4,21.9,14.7,38.35826621,10.980705155636008
TIC_95307434,5844883348015456640,195.0186,-69.439,22,12.01,13.3,2.7,0.72,13.7,3.4,3.5,83.26394671,8.697715037042542
TIC_107222696,4310275491469537152,283.8646,8.4022,-1,89.8,9.0,2.5,0.77,19.4,6.0,4.8,11.13585746,8.766381683536297
TIC_81783915,3308185198102471296,69.8312,12.8834,18,12.43,13.4,2.8,1.0,11.3,2.7,4.3,80.45052293,8.872355643165012
TIC_157052101,660143693236636160,131.1879,18.2165,-1,31.77,11.8,2.7,0.17,28.0,14.8,7.9,31.47623544,9.310086074290346
TIC_224219420,2858956014354059136,6.3501,29.6686,-1,12.57,14.4,2.9,0.38,26.1,18.6,8.3,79.55449483,9.896676388401342
TIC_283678547,5957941528881789568,267.4316,-40.0934,22,19.5,13.4,2.9,0.17,28.2,19.4,8.4,51.28205128,9.850173056899449
TIC_241643693,5226193446465971072,167.3161,-73.8796,22,15.33,12.6,2.5,0.25,22.8,21.5,2.5,65.23157208,8.527710774301408
TIC_4115804,5226236778397099776,164.6073,-73.8633,22,10.4,14.1,2.9,1.0,11.9,2.0,4.5,96.15384615,9.18516669658076
TIC_48763943,5246250707531272704,151.2322,-65.3025,-1,13.47,15.2,3.2,0.24,39.9,18.7,8.6,74.23904974,10.846837978619703
TIC_24475569,4057643694050504832,267.3919,-28.1038,22,11.3,15.2,3.3,0.99,19.7,2.4,5.0,88.49557522,10.465392217447498
TIC_460737307,2451150209628987136,21.3724,-17.4743,-1,12.26,14.2,2.8,0.19,28.7,34.0,8.3,81.56606852,9.642452350792116
TIC_97650976,6080667951539303808,199.596,-50.9583,22,10.24,14.4,3.1,1.0,11.7,2.7,3.3,97.65625,9.45149978319906
TIC_288310740,6745746523539747456,291.2479,-32.0758,22,13.9,13.9,3.2,1.0,12.4,2.3,2.9,71.94244604,9.61507400136602
TIC_48645735,2002629729856921600,343.2842,54.1325,-1,11.85,13.6,2.6,0.18,25.6,67.9,4.8,84.38818565,8.968591751833758
TIC_304628470,2320267025518037760,3.9035,-29.7672,-1,27.42,12.9,3.0,0.15,28.9,22.1,10.1,36.46973012,10.090337252505464
TIC_377187434,2025455075908240256,293.5384,28.1246,-1,10.33,15.6,3.2,0.3,32.3,9.7,5.1,96.8054211,10.670501607678448
TIC_67756987,5809284739228623232,251.1262,-67.7937,22,23.68,14.5,4.0,1.0,12.1,3.8,2.2,42.22972973,11.371908490240514
TIC_1027695527,6146490661805058944,188.1418,-41.716,22,10.43,14.2,3.1,1.0,7.8,3.0,2.7,95.87727709,9.291421542026905
TIC_16997096,6648834361774839040,271.4788,-57.0755,22,17.76,12.4,2.6,0.91,14.2,3.7,1.9,56.30630631,8.647214807070464
TIC_258773552,5298428169260191232,134.5332,-61.2241,22,14.21,14.0,2.8,0.14,28.0,13.6,8.1,70.37297678,9.762970389542238
TIC_258688345,1194212877810139520,235.8021,14.4368,-1,10.9,14.4,2.8,0.25,24.1,16.3,6.5,91.74311927,9.587132489609743
TIC_248439778,4812425956551456384,76.8133,-43.3375,-1,16.72,13.1,2.8,0.71,17.9,6.1,4.1,59.80861244,9.216181365521935
TIC_213142839,5215178848217868288,135.7129,-77.9929,22,10.44,12.9,2.5,1.0,8.7,2.7,3.5,95.78544061,7.993502493399836
TIC_213143025,5215248396623864320,134.4651,-77.6368,22,10.65,13.4,2.5,0.72,16.0,16.9,3.5,93.89671362,8.536748038758695
TIC_132985559,4803040765814974592,84.4482,-42.6752,-1,33.34,13.7,3.4,0.62,48.1,16.6,7.5,29.9940012,11.31482797744256
TIC_451040885,2897494412305874432,91.1937,-28.8483,-1,10.88,14.8,3.0,0.27,22.7,4.9,4.9,91.91176471,9.983144476713523
TIC_199520670,6081328723666902912,195.1445,-51.2182,22,13.13,14.8,3.2,0.85,23.2,5.3,4.7,76.1614623,10.39132363044957
TIC_361818250,5204523004293421696,160.3871,-76.0405,22,12.85,14.2,2.9,0.35,25.5,20.8,8.0,77.82101167,9.74451563842451
TIC_12520666,4326579187311963264,251.0364,-14.7077,-1,11.59,14.0,2.8,0.16,26.6,14.2,8.9,86.28127696,9.320417179890942
TIC_303048907,4067480504879944064,269.1262,-24.8038,22,10.46,12.3,2.1,0.42,12.2,3.3,2.4,95.60229446,7.397658422544229
TIC_241440238,5230688284360121472,155.1553,-71.0902,22,11.18,14.8,3.3,1.0,11.4,3.0,3.2,89.44543828,10.0422090178163
TIC_1240805016,6226863415611316864,228.8948,-25.4506,22,10.3,14.5,3.2,1.0,8.0,3.1,2.7,97.08737864,9.564186123543234
TIC_12433808,5553849084070057344,94.4185,-47.9992,-1,11.35,13.4,2.7,0.99,11.4,4.5,3.2,88.10572687,8.674979307701081
TIC_203820463,4813007392044212608,76.9763,-41.6017,5,10.76,14.7,3.0,0.44,23.9,6.1,7.0,92.93680297,9.85906135674479
TIC_294313819,4330864843115985920,248.5264,-12.6418,-1,11.14,14.0,2.8,0.87,13.8,2.8,4.2,89.76660682,9.234425954243273
TIC_23950569,2971420110958892800,83.7769,-17.1093,-1,19.02,13.3,3.1,0.99,16.8,2.9,4.0,52.57623554,9.696052563070385
TIC_19749328,2838375802383265536,350.3118,23.1107,-1,15.22,14.7,3.3,0.4,28.8,10.4,5.9,65.70302234,10.612073262140632
TIC_114502082,2058050338569738880,307.082,37.8839,-1,10.75,17.3,3.9,0.39,49.3,12.1,9.5,93.02325581,12.457042321350407
TIC_401497628,5007011889437256192,9.9658,-32.9802,-1,13.55,16.2,4.0,1.0,22.5,4.5,5.0,73.80073801,11.859696475975037
TIC_122991523,2322289748956080896,7.2291,-27.5592,-1,17.85,13.9,3.0,0.48,28.6,13.7,6.2,56.02240896,10.158191102380034
TIC_371974167,4477810861327752448,274.1515,6.6491,-1,13.29,14.5,3.4,1.0,9.6,1.9,2.9,75.24454477,10.11762490472821
TIC_94420199,5856410391736766976,188.3531,-68.8154,22,10.06,15.7,3.5,1.0,16.9,2.4,3.5,99.40357853,10.71298990357392
TIC_399624509,6421526932786147584,286.5625,-68.5768,-1,14.25,14.0,3.4,1.0,5.1,1.7,1.8,70.17543859999999,9.769074321614072
TIC_255344540,2778514330621118336,12.911,15.5042,-1,13.12,13.0,2.5,0.13,22.2,30.1,2.1,76.2195122,8.589669175059234
TIC_320764667,5885175746199330560,234.1317,-55.0632,22,11.93,14.5,3.0,0.63,18.6,5.0,3.4,83.82229673,9.883202218375812
TIC_184737372,6762405567813028480,287.5003,-28.5152,22,14.14,13.5,2.8,0.53,18.3,6.3,4.6,70.72135785,9.252247047306575
TIC_98394637,6057193240892194432,194.3621,-58.4466,22,12.98,15.1,3.5,1.0,18.0,3.1,4.2,77.04160247,10.66637346219016
TIC_269436955,5183875103632956032,42.4852,-5.96,-1,15.11,15.7,3.8,1.0,18.6,4.0,4.0,66.18133686,11.59632232179371
TIC_60596760,2604162199119308928,344.0274,-11.2854,-1,11.86,14.5,3.0,0.49,24.3,6.1,6.7,84.31703204,9.87042344515338
TIC_49742302,5844952827734654720,194.5726,-69.1061,22,10.61,15.0,3.3,1.0,10.1,1.9,3.1,94.25070688,10.128576919513652
TIC_38121963,5967858367784856448,252.0945,-42.8833,-1,13.69,14.1,3.1,1.0,12.7,2.2,3.2,73.04601899,9.782017240728363
TIC_68453448,2238433364362198400,295.04200000000003,58.35,-1,11.08,15.9,3.3,0.26,41.4,31.6,10.9,90.25270758,11.122698801991588
TIC_211406982,4251354037713722112,303.2201,9.1347,-1,13.9,13.7,2.8,0.16,27.1,21.4,7.2,71.94244604,9.41507400136602
TIC_454251662,240203987423766144,45.6841,41.8452,-1,13.05,14.0,3.0,0.39,21.5,6.8,5.7,76.62835249,9.578052558383442
TIC_320328617,5682759950478318720,138.855,-16.9373,-1,12.99,14.9,3.1,0.25,32.8,22.4,3.7,76.98229407,10.468045755431804
TIC_309254259,1278773259085826048,229.8377,34.0611,-1,18.26,13.7,3.2,0.96,20.4,6.9,4.1,54.7645126,10.007503865826369
TIC_144221039,6147044433411060224,189.3012,-40.3635,22,15.7,12.3,2.6,0.99,9.0,1.9,3.2,63.69426752,8.279498261907195
TIC_19677538,6147117722735170176,189.002,-39.8712,22,14.1,12.0,2.2,0.44,12.5,2.6,2.5,70.92198582,7.746095563142269
TIC_231461718,6147119548096085376,188.9536,-39.8403,22,14.0,13.0,3.0,1.0,3.3,1.3,0.6,71.42857143,8.73064017834776
TIC_79090936,5630014487914181504,139.9872,-33.5427,-1,11.72,14.9,3.1,0.34,27.2,8.6,6.9,85.32423208,10.244638058459
TIC_246615676,3465989374664029184,180.658,-33.478,22,15.78,14.0,3.3,1.0,11.8,3.4,3.3,63.37135615,9.990534994264948
TIC_184112718,5768168398818832896,245.3735,-84.2448,22,11.45,14.9,3.3,1.0,15.5,2.9,5.1,87.33624454,10.19402743341645
TIC_396798564,4823217285221309696,81.6901,-34.0734,-1,16.94,13.7,2.9,0.18,33.1,43.7,15.5,59.03187721,9.844567030109374
TIC_229798506,2788357364871430400,15.7129,18.9481,-1,26.19,12.6,3.0,0.73,21.8,4.6,4.5,38.18251241,9.690677492087293
TIC_365891353,1186225097632547968,221.6018,15.0336,-1,11.48,14.5,2.9,0.26,24.5,12.2,6.5,87.10801394,9.799709440242022
TIC_168110896,3397606004890207232,85.5041,18.2841,-1,11.57,14.4,3.1,0.97,16.9,3.3,3.7,86.43042351,9.716666794735511
TIC_212689596,3105238132126208512,101.188,-4.5979,-1,13.48,13.9,3.0,0.98,16.8,3.7,5.1,74.18397626,9.548449461029511
TIC_277731613,355303956997819392,35.0285,48.9006,-1,11.82,14.3,2.8,0.16,29.9,39.7,12.7,84.60236887,9.66308738263194
TIC_253776374,5839124831967651200,203.3757,-73.6937,22,10.04,16.0,3.6,1.0,15.2,3.2,3.9,99.60159363,11.008668563946852
TIC_386553634,6087261722767771008,201.7918,-45.8395,22,11.15,15.4,3.3,0.44,27.6,8.3,5.0,89.68609865,10.6363743370349
TIC_176516989,3452063544502142848,92.984,33.4289,-1,25.99,13.4,3.1,0.57,32.5,11.9,5.7,38.47633705,10.474031397658152
TIC_219779655,662732046688476288,127.9055,19.3938,-1,60.24,10.5,2.9,0.98,19.5,5.2,4.1,16.6002656,9.39942481651912
