DR2Name,RA_ICRS,DE_ICRS,Plx,Gmag,BPmag,RPmag,BP-RP
GaiaDR2429604104474368,045.06182468316,+01.42666058111,2.4325,19.5335,21.2607,18.2205,3.0402
GaiaDR2429638463771520,045.01919616642,+01.40987377065,-0.9426,20.3194,21.3256,19.1855,2.1401
GaiaDR2429672823952128,045.03322277648,+01.41278843722,1.3430,15.1937,15.6302,14.5932,1.0370
GaiaDR2429737247800064,045.02138248939,+01.42066584483,0.5795,19.2338,20.2329,18.2088,2.0241
GaiaDR2429771607539840,045.04647152293,+01.42398126736,0.1849,19.9675,20.4755,19.4921,0.9834
GaiaDR2429805967328384,045.05456424524,+01.43393720433,0.8312,20.0497,20.8391,18.8871,1.9520
GaiaDR2429805969186048,045.05233212782,+01.44150448105,,21.0757,,,
GaiaDR2429844622642688,045.03395120134,+01.44373052373,1.6322,15.8377,16.4732,15.0499,1.4234
GaiaDR2429874686759552,045.04269503849,+01.44095292079,0.4202,17.0852,17.4098,16.6085,0.8014
GaiaDR2429913342142848,044.96157038097,+01.38635461639,,20.5319,19.9437,18.4088,1.5348
GaiaDR2429909046485248,044.95617940170,+01.39606333188,1.4975,19.6614,20.5381,18.5673,1.9708
GaiaDR2430287003617792,044.93511199914,+01.43107560290,1.8270,18.0694,19.4206,16.8979,2.5228
GaiaDR2430287003665280,044.93263569373,+01.43337806781,-0.5819,19.5380,20.7078,18.4315,2.2763
GaiaDR2430325658467200,044.95446697752,+01.42332028758,0.7279,20.5287,21.3709,19.1430,2.2278
GaiaDR2430325659000832,044.96146139172,+01.43052616528,1.4614,15.9326,16.6689,15.0889,1.5800
GaiaDR2430390082833664,044.93843470404,+01.43279448692,1.8537,18.0643,19.2473,16.9447,2.3026
GaiaDR2430497457231488,045.00714520604,+01.43342953651,2.3376,20.5600,21.8454,19.1857,2.6597
GaiaDR2430531817411456,044.99143589983,+01.43386956247,2.6719,14.4137,15.0273,13.6616,1.3657
GaiaDR2430527521834240,044.98786784082,+01.43407756244,1.4259,19.1518,20.1873,18.0754,2.1118
GaiaDR2430566177149056,044.99636496349,+01.44502876959,1.3033,17.7739,18.5580,16.8775,1.6805
GaiaDR2430733680218496,044.98129711231,+01.44023973894,0.2000,20.9843,21.9460,20.1480,1.7980
GaiaDR2430733680219008,044.98006944800,+01.44232679806,0.3398,19.2695,20.2660,18.1372,2.1288
GaiaDR2430871119178368,044.99826750866,+01.46712229211,,20.6823,20.5209,18.9150,1.6059
GaiaDR2431042917844224,045.19285780165,+01.36249936315,-1.1150,19.8121,20.5225,18.8154,1.7071
GaiaDR2431111637378176,045.17339945788,+01.37573349368,-4.8786,20.6957,21.2408,19.8927,1.3481
GaiaDR2431145997059840,045.19736964500,+01.36596872753,0.8858,19.6304,20.5353,18.4680,2.0673
GaiaDR2431352155493760,045.14342076699,+01.38377570420,0.5496,19.2034,20.0557,18.1533,1.9024
GaiaDR2431386515233792,045.15025099861,+01.39088409020,,20.9337,19.7933,19.2529,0.5403
GaiaDR2431386515286272,045.15452839799,+01.39063002616,0.6116,20.0502,21.2686,18.8171,2.4514
GaiaDR2431455234713088,045.18052759552,+01.40117986798,0.3120,19.0699,19.6873,18.2180,1.4693
GaiaDR2431489594429696,045.16530344663,+01.39247031233,0.7333,14.0832,14.4382,13.5614,0.8768
GaiaDR2431523954192128,045.17900098814,+01.41080773716,0.0573,18.9375,19.9941,17.8215,2.1726
GaiaDR2431558313977856,045.22459045154,+01.39061136190,,21.0965,,,
GaiaDR2431592673664640,045.22757201934,+01.39287809905,-0.0188,18.7070,19.2123,18.0866,1.1257
GaiaDR2431798834461312,045.24192809041,+01.42289583278,-1.1898,20.4023,20.5204,19.4009,1.1196
GaiaDR2431833194119552,045.19549100865,+01.40133583596,,20.6514,,,
GaiaDR2431867551578752,045.21353886127,+01.42013650370,0.4492,18.7326,19.1187,18.2189,0.8998
GaiaDR2431901911317504,045.18209923098,+01.42135328170,-0.2509,19.5406,20.1439,18.6915,1.4523
GaiaDR2431936271056640,045.19725421426,+01.42368429735,1.5537,20.4421,20.5573,19.8266,0.7308
GaiaDR2432112365374848,045.13193210722,+01.39323465311,,18.0336,17.5105,16.0037,1.5068
GaiaDR2432211151104256,045.13729007357,+01.40629917350,-0.7529,20.8849,21.5184,19.4775,2.0409
GaiaDR2432211148959744,045.12690787505,+01.41072354588,0.5930,19.0649,19.6315,18.3048,1.3267
GaiaDR2432215444589696,045.12859364620,+01.41061150860,0.4523,16.6627,17.0231,16.1119,0.9111
GaiaDR2432249804327424,045.15641456071,+01.41079713128,3.8663,16.4368,17.6123,15.3528,2.2595
GaiaDR2432314228225280,045.14032821415,+01.41279880858,,20.7950,20.4581,20.0596,0.3985
GaiaDR2432314228225792,045.14293026072,+01.41527123462,0.5883,20.6612,21.0809,19.1834,1.8975
GaiaDR2432314228226432,045.14413201068,+01.41935871474,1.4359,19.6386,20.7117,18.4240,2.2877
GaiaDR2432387243282048,045.11045596601,+01.40367752890,,18.8412,,,
GaiaDR2432382947701120,045.11510903454,+01.40784742312,0.2012,19.9949,20.7983,18.6646,2.1336
GaiaDR2432417309489408,045.11860214860,+01.41056971211,0.4703,19.1845,20.0832,18.0489,2.0342
GaiaDR2432417307390080,045.11854245151,+01.41114475464,-0.5741,19.7729,,,
GaiaDR2432417307441152,045.11729268751,+01.41602690209,1.5726,20.3196,21.6244,19.1417,2.4827
GaiaDR2432520386657408,045.13340043521,+01.42177611897,0.9964,20.3185,21.3038,19.0718,2.2319
GaiaDR2432589106089344,045.12948832564,+01.43537066042,0.7841,16.9417,17.4379,16.3005,1.1375
GaiaDR2432623465875584,045.14027823445,+01.44529318830,2.0665,19.6286,21.1439,18.4982,2.6456
GaiaDR2432902639355008,045.19211667947,+01.46019092010,1.8038,15.4157,16.0963,14.6194,1.4769
GaiaDR2432967063260416,045.15762093355,+01.45650536846,2.0336,19.9987,21.3307,18.7040,2.6266
GaiaDR2433070142433408,045.18269941951,+01.46509743979,0.0198,20.4158,20.3959,19.9609,0.4351
GaiaDR2433138861954944,045.17049442724,+01.47118576001,0.8396,20.4364,21.2858,19.1972,2.0886
GaiaDR2433246236292992,045.26856114377,+01.43242460848,,20.7996,20.6646,19.8735,0.7911
GaiaDR2433448099555072,045.27561150184,+01.46389554564,-1.8738,20.0766,19.9121,19.4192,0.4929
GaiaDR2433448099557632,045.28597943656,+01.47194710202,0.6774,19.8784,20.1476,19.2625,0.8851
GaiaDR2433516819028224,045.25699955244,+01.45206469955,0.3807,18.6406,18.9531,17.9499,1.0032
GaiaDR2433516819028992,045.25120284232,+01.45552301843,5.8411,17.3082,18.8923,16.0608,2.8315
GaiaDR2433654257988224,045.26976587207,+01.47301176126,0.4442,18.9673,19.7345,18.0150,1.7195
GaiaDR2433757337198976,045.30231821339,+01.45946812611,0.5250,20.3797,20.6934,19.8635,0.8299
GaiaDR2433791696942080,045.31776418357,+01.47370013716,0.6834,19.1390,20.2213,18.1315,2.0898
GaiaDR2433791696941952,045.31505531138,+01.47324006599,1.9892,16.9505,18.2805,15.7644,2.5161
GaiaDR2433830352313600,045.29291131259,+01.47389338140,0.3444,16.4095,16.7546,15.8923,0.8623
GaiaDR2433860417034624,045.30660386788,+01.47949391010,8.8052,20.6928,22.9202,18.9724,3.9478
GaiaDR2433899071789568,045.32593748145,+01.48858152537,0.7698,16.4595,16.9330,15.8148,1.1182
GaiaDR2433963498950528,045.32004404103,+01.48596650705,0.2359,18.1500,18.7350,17.4542,1.2808
GaiaDR2433963495642624,045.31806397792,+01.49985663756,0.6749,18.7470,19.6630,17.7916,1.8714
GaiaDR2434100936984960,045.27363198952,+01.48660300101,,20.9048,21.1822,19.6183,1.5639
GaiaDR2434105229753088,045.27507164146,+01.48971000065,0.2643,20.7340,20.8786,19.6922,1.1864
GaiaDR2434105230220160,045.27554752963,+01.49624028028,0.2503,18.1277,18.8521,17.2470,1.6051
GaiaDR2434135296741376,045.28385551902,+01.49522741609,,20.7583,,,
GaiaDR2434169654074240,045.29982400624,+01.50344045503,1.8717,20.1467,20.5947,19.2613,1.3334
GaiaDR2434204013814656,045.32155038130,+01.50986383279,0.2775,19.3860,19.6269,18.8358,0.7911
GaiaDR2434242669173120,045.29555536190,+01.51850528439,1.5681,19.9486,21.0396,18.8149,2.2246
GaiaDR2434238373555712,045.29675837238,+01.51838338342,0.4725,18.4689,19.2531,17.5905,1.6626
GaiaDR2434345748389248,045.23074671103,+01.46828389013,0.3797,16.9469,17.2392,16.4915,0.7477
GaiaDR2434444531972096,045.24063482686,+01.47622813496,1.0502,17.7217,18.8491,16.6907,2.1584
GaiaDR2434478891755392,045.24719101370,+01.49603110907,1.6612,20.4524,20.7139,19.3298,1.3841
GaiaDR2434513251452544,045.22878691967,+01.48594673116,-0.1948,18.0856,18.4708,17.4634,1.0074
GaiaDR2434616330708480,045.20055354335,+01.49336656226,-0.2037,20.4374,20.5289,19.0476,1.4813
GaiaDR2434719409924992,045.21103542324,+01.50273520399,1.4453,19.9976,21.0983,18.6417,2.4567
GaiaDR2434792424962944,045.21063507346,+01.50645740539,1.9181,13.4009,13.7863,12.8628,0.9235
GaiaDR2434861144464128,045.25990503791,+01.50509970020,0.4991,15.5985,15.9532,15.0722,0.8810
GaiaDR2434964223681408,045.26358567987,+01.51935366471,1.5809,16.8749,17.7363,15.9597,1.7766
GaiaDR2435063007313920,045.27010109037,+01.52921412575,2.9967,20.3707,21.6483,18.8912,2.7571
GaiaDR2435097369422848,045.28803964115,+01.54185725299,0.8835,20.8181,21.5316,19.5566,1.9751
GaiaDR2435200446303616,045.22779473715,+01.53477396150,,20.9155,20.5952,20.4352,0.1600
GaiaDR2435234806328448,045.24213031554,+01.54733785026,2.5764,19.8789,21.1383,18.5514,2.5869
GaiaDR2435303527826816,045.27318997584,+01.54632041629,,21.0611,,,
GaiaDR2435303525522944,045.27891822414,+01.54549714072,0.1231,17.7349,18.1470,17.1411,1.0060
GaiaDR2435337885543168,045.24884903228,+01.54597151022,1.3409,19.7985,21.6146,18.5967,3.0179
GaiaDR2435376540539136,045.26481774364,+01.56376165958,1.0860,15.6678,16.0803,15.0741,1.0062
GaiaDR2435406607570048,045.08835943864,+01.42186097159,,19.2420,18.5309,17.0835,1.4474
GaiaDR2435410900278912,045.09263087263,+01.42436389358,,20.2756,,,
GaiaDR2435440964374528,045.10157028060,+01.43812425442,0.6733,18.2816,19.0486,17.3686,1.6800
GaiaDR2435475324158464,045.08063939644,+01.43191430639,2.4983,20.5741,20.3245,19.0833,1.2412
GaiaDR2435475324159360,045.06798548030,+01.43585617658,,20.8858,21.2650,19.2875,1.9775
GaiaDR2435578403330816,045.12362741870,+01.45473072694,1.4208,18.8038,19.9070,17.7040,2.2030
GaiaDR2435750201986944,045.05773479374,+01.45719173565,3.9989,11.4816,11.8070,10.9997,0.8073
GaiaDR2435754497122304,045.05198931929,+01.45704762315,7.1696,15.9631,17.1933,14.8659,2.3273
GaiaDR2435784561765632,045.06730143465,+01.46869912103,-0.7533,19.6716,20.1326,19.0201,1.1125
GaiaDR2435823217116928,045.09517743236,+01.46319205435,0.5000,16.2450,16.6344,15.6904,0.9439
GaiaDR2435818921546624,045.09334402985,+01.46745976534,2.3675,19.1263,21.0271,17.7496,3.2775
GaiaDR2435887640981888,045.07531680551,+01.47198788474,1.0704,17.3220,17.9884,16.5376,1.4508
GaiaDR2435887640983808,045.07514919804,+01.47723099098,0.0972,18.4924,18.7329,17.9594,0.7736
GaiaDR2435922000725760,045.08927680244,+01.48702334697,0.4540,18.4933,19.6225,17.4538,2.1686
GaiaDR2435956362584192,045.13617877906,+01.46709458829,-0.6164,20.5501,22.2177,19.3615,2.8562
GaiaDR2436029375546752,045.11739081683,+01.46944757270,3.5399,15.0942,15.9341,14.1963,1.7378
GaiaDR2436166813977088,045.13921415920,+01.48845457980,1.2326,19.5641,20.7665,18.3545,2.4120
GaiaDR2436162518895232,045.14463604283,+01.48963992924,,17.8276,18.4770,16.6213,1.8557
GaiaDR2436162521017984,045.13802824532,+01.49089354444,0.9352,20.2517,21.3670,18.9764,2.3906
GaiaDR2436196881942656,045.14980537529,+01.50221451811,,20.8687,21.7121,19.4059,2.3062
GaiaDR2436265598108672,045.11941832429,+01.48444549561,1.4004,18.2527,19.8169,17.0124,2.8046
GaiaDR2436334317627008,045.10741579995,+01.49387654845,2.4263,19.4161,21.1720,18.0683,3.1036
GaiaDR2436334317628544,045.11344012020,+01.50384380145,,21.0786,,,
GaiaDR2436368679449600,045.13861269004,+01.50440142865,3.8959,20.8033,20.8519,19.5160,1.3359
GaiaDR2436437396809472,045.11729741686,+01.51155474820,1.6408,19.2627,20.1489,18.1154,2.0335
GaiaDR2436441692406656,045.11278106354,+01.51167972926,0.7553,17.9444,18.7844,17.0083,1.7761
GaiaDR2436506116313088,045.04835303060,+01.45929396182,1.7953,20.4681,20.7284,19.2277,1.5007
GaiaDR2436506116270464,045.05197186628,+01.46602574427,2.3449,18.9242,20.3147,17.6729,2.6418
GaiaDR2436510411885184,045.04973372954,+01.46541697859,1.0619,16.0129,16.4771,15.3848,1.0923
GaiaDR2436540476011776,045.05552839227,+01.47436629068,1.7349,19.0348,20.2209,17.8690,2.3518
GaiaDR2436540477903744,045.05145238664,+01.47730734944,-2.6697,20.6704,21.3788,19.4390,1.9399
GaiaDR2436647850838016,045.06307317906,+01.47834619571,0.3887,16.3724,16.7401,15.8263,0.9138
GaiaDR2436682210575872,045.07885897046,+01.48859898140,3.4136,15.8066,16.8404,14.7962,2.0442
GaiaDR2436712274709760,045.06510335441,+01.49254340607,0.5566,20.5099,20.8248,19.8656,0.9592
GaiaDR2436785289792256,045.02367391624,+01.47557307396,3.8449,14.3267,15.1737,13.4172,1.7566
GaiaDR2436815353925376,045.03127471475,+01.49454804160,0.4850,19.2169,20.0857,18.1997,1.8860
GaiaDR2436918433143424,045.05165393606,+01.50291825654,0.1867,19.2477,20.3611,18.0882,2.2729
GaiaDR2436987152622848,045.04174030051,+01.51102469856,1.3838,20.8154,20.8662,20.0930,0.7732
GaiaDR2437055872097024,045.08689154262,+01.50293824214,0.5239,17.4020,17.9275,16.7042,1.2233
GaiaDR2437055872097920,045.08438764707,+01.50474008379,-0.2426,19.1175,19.6964,18.4149,1.2816
GaiaDR2437090231873536,045.09317393731,+01.51031370909,1.4409,20.4692,21.2462,19.3138,1.9325
GaiaDR2437124591574784,045.07442702048,+01.50479217339,3.9000,17.8169,19.2878,16.5931,2.6947
GaiaDR2437193311056000,045.10696015403,+01.51978451758,1.0235,18.3537,19.4080,17.3661,2.0419
GaiaDR2437231966387968,045.12128437319,+01.52655119309,0.0746,17.2183,17.6354,16.6293,1.0060
GaiaDR2437227670831488,045.12393556579,+01.52956413963,,21.0786,,,
GaiaDR2437296390345984,045.10308240148,+01.54179003278,0.7748,18.0712,18.5828,17.4092,1.1736
GaiaDR2437330751945856,045.07235016056,+01.52111049684,,21.1639,,,
GaiaDR2437330750010240,045.06451643035,+01.52450715265,0.4393,19.2239,19.8573,18.5104,1.3469
GaiaDR2437330750010752,045.06641899897,+01.52615646507,,21.0426,,,
GaiaDR2437365109750016,045.06976638972,+01.53061861862,0.3106,18.7357,19.4986,17.7800,1.7186
GaiaDR2437365109819904,045.07047312027,+01.53181724562,0.1484,19.1958,19.5165,18.5120,1.0045
GaiaDR2437399473133824,045.04769411477,+01.53214403431,4.8284,20.6560,22.0768,19.2767,2.8002
GaiaDR2437399469558656,045.05495449593,+01.53292383775,0.2864,19.5158,19.6916,19.0294,0.6622
GaiaDR2437571268259456,045.08704571723,+01.55530131744,0.1840,16.2034,16.3105,15.9897,0.3209
GaiaDR2437575563771136,045.09290891648,+01.56220106986,0.3656,14.7716,15.3410,14.0587,1.2823
GaiaDR2437605627948288,045.17522327191,+01.50473462549,4.4882,20.7333,19.6580,19.4863,0.1717
GaiaDR2437639987651072,045.19066668536,+01.50938913405,0.0439,18.4421,19.5693,17.2810,2.2883
GaiaDR2437674347389312,045.17146300955,+01.50915134842,2.0350,19.5104,20.5292,18.4274,2.1018
GaiaDR2437777426610048,045.21572833230,+01.52719358198,0.1281,19.6454,20.2244,18.6963,1.5281
GaiaDR2437846148343936,045.20089841008,+01.53806779927,4.3039,20.6483,21.2231,19.2698,1.9533
GaiaDR2437919161154176,045.16592910451,+01.53119243262,1.2003,19.4179,20.6178,18.0919,2.5259
GaiaDR2437987880107392,045.15407797768,+01.53157195293,2.5903,20.0504,21.1367,18.7301,2.4067
GaiaDR2437987880631040,045.15329959813,+01.53676413238,1.6703,17.1375,18.1763,16.1227,2.0536
GaiaDR2438017946990336,045.17875565149,+01.53209998279,1.3654,20.3548,20.9950,19.0244,1.9705
GaiaDR2438228398798336,045.20692408678,+01.54608055178,,19.5445,18.8443,17.2558,1.5885
GaiaDR2438224103285248,045.19815485620,+01.54809452619,-0.9179,20.0174,20.6472,19.2880,1.3592
GaiaDR2438224103286528,045.20905322844,+01.55043672507,1.0212,17.6810,18.3794,16.8231,1.5563
GaiaDR2438327182505600,045.25389769054,+01.56488484620,0.9713,20.1070,20.5155,19.3048,1.2107
GaiaDR2438327182506112,045.24921588443,+01.56547299919,2.5123,18.9476,20.5189,17.6851,2.8338
GaiaDR2438464623637376,045.20228957677,+01.56317641833,,20.7697,,,
GaiaDR2438498981199616,045.19040044661,+01.57296484868,0.1732,18.0269,18.3907,17.4859,0.9048
GaiaDR2438498981200000,045.18484029511,+01.57415340929,1.5784,20.4830,21.1227,19.6260,1.4967
GaiaDR2438571995744640,045.21643184962,+01.57726154469,,20.9253,21.5005,20.6168,0.8837
GaiaDR2438602060697344,045.22587790892,+01.58353492053,2.6374,19.9586,21.9294,18.5446,3.3848
GaiaDR2438670779896704,045.22031696935,+01.58880143433,0.5750,17.8244,18.3220,17.1208,1.2012
GaiaDR2438675075395072,045.21624397088,+01.59399365580,1.3142,15.7551,16.3331,15.0595,1.2736
GaiaDR2438743794874880,045.14627068730,+01.55229570754,,19.4523,19.0960,17.6103,1.4857
GaiaDR2438980017534720,045.10785614057,+01.56441367977,2.6074,16.6139,17.6704,15.5865,2.0839
GaiaDR2439014377274368,045.12617788631,+01.56859610853,0.3314,19.3056,19.5663,18.7623,0.8040
GaiaDR2439053032520832,045.09249736328,+01.56297996015,0.6181,16.3547,16.8368,15.6433,1.1934
GaiaDR2439220535988480,045.13117103041,+01.58741509891,-0.1586,19.6958,20.2562,18.7368,1.5195
GaiaDR2439396629901056,045.20785836289,+01.59504541758,0.6215,18.5252,19.6377,17.4427,2.1950
GaiaDR2439396629901184,045.19093301045,+01.59781364766,0.7245,16.2563,16.7629,15.5978,1.1651
GaiaDR2439426694146176,045.21576915552,+01.60586679659,1.3980,20.3062,20.7745,19.6627,1.1118
GaiaDR2439568428066560,045.16963868166,+01.59909618941,0.8385,19.8658,21.1152,18.7229,2.3923
GaiaDR2439667212594304,045.18150161524,+01.61580532122,1.0929,20.3353,21.8441,19.0678,2.7763
GaiaDR2439667214425472,045.17616125058,+01.61838299189,,20.6984,22.0014,19.3093,2.6921
GaiaDR2439735932073472,045.16911745390,+01.62465466271,2.4113,19.4025,20.4615,18.1675,2.2941
GaiaDR2439873370660992,044.81361951316,+01.36956167535,-0.3570,19.9754,20.5605,19.0002,1.5603
GaiaDR2439907730399104,044.82133712536,+01.36558590831,0.3714,20.3408,20.7171,19.4309,1.2862
GaiaDR2439942090065664,044.84930942597,+01.36499745957,1.4818,12.0827,12.3823,11.6287,0.7536
GaiaDR2440148248514432,044.79063984676,+01.37686126176,-0.3781,19.7651,20.2202,19.1298,1.0904
GaiaDR2440148248514688,044.79273630648,+01.37711546666,0.4861,18.5317,19.0897,17.8353,1.2544
GaiaDR2440216967995136,044.82759224004,+01.39343625317,0.5919,18.2990,19.1961,17.3527,1.8434
GaiaDR2440251327732864,044.83553536919,+01.39128324833,2.6939,18.7329,20.3047,17.4537,2.8510
GaiaDR2440354406946432,044.86692152104,+01.38497697020,0.5645,18.6821,19.2705,17.8845,1.3860
GaiaDR2440388766688512,044.88229718299,+01.39968946594,,20.3449,20.4004,19.7347,0.6658
GaiaDR2440388766740096,044.86993514683,+01.40000543099,2.4899,18.8172,20.2880,17.5167,2.7714
GaiaDR2440388766689536,044.87397330261,+01.40327281958,1.0507,18.3820,19.3686,17.0322,2.3364
GaiaDR2440560565387776,044.87669687502,+01.42460001516,-0.1588,18.4971,18.8882,17.8401,1.0481
GaiaDR2440663644600448,044.85980963722,+01.41698742635,1.5016,16.2193,16.7900,15.4985,1.2916
GaiaDR2440663644599936,044.85149821588,+01.41476765748,0.2098,16.4011,16.7640,15.8697,0.8943
GaiaDR2440698004388096,044.84084678463,+01.41629000602,0.8795,20.0195,20.8490,18.6763,2.1727
GaiaDR2440698004387968,044.83066030157,+01.41595466969,,20.1905,20.4222,19.0954,1.3269
GaiaDR2440702299458432,044.83360789609,+01.42169083029,2.2322,19.9702,21.0179,18.7390,2.2788
GaiaDR2440801083558016,044.87750992632,+01.43058121552,1.7998,19.1798,20.3793,18.0351,2.3442
GaiaDR2440835444706944,044.86360893790,+01.43654549988,-0.2966,20.8424,21.8979,19.4898,2.4080
GaiaDR2440942817702912,044.78842786799,+01.39267209593,0.4903,20.4386,,,
GaiaDR2440972882291968,044.77232631956,+01.39605474328,1.8122,20.4518,21.3155,19.0985,2.2170
GaiaDR2440972882241664,044.76372371556,+01.40242713591,,20.8895,20.2321,18.7372,1.4949
GaiaDR2441011537637248,044.78177503162,+01.41212219767,,16.2678,17.3027,15.2423,2.0604
GaiaDR2441041601719424,044.79598824596,+01.40690480705,0.3459,17.9906,18.7395,17.1509,1.5887
GaiaDR2441045897355392,044.79749904796,+01.41309015999,0.4128,17.3802,17.8772,16.7056,1.1716
GaiaDR2441114616831872,044.79366079179,+01.41633278158,1.5261,16.8945,17.8699,15.9056,1.9643
GaiaDR2441183336273280,044.76200168215,+01.40590418915,,20.1476,19.4109,17.9021,1.5088
GaiaDR2441213400413440,044.76369372741,+01.41421620711,-0.5202,19.9259,20.3161,19.2233,1.0928
GaiaDR2441247760203520,044.74718275588,+01.42375943119,0.8754,20.0182,20.7674,18.8353,1.9321
GaiaDR2441419558897920,044.77090419967,+01.44656999927,1.6123,20.2581,20.7677,19.2165,1.5512
GaiaDR2442003674446848,044.91022454437,+01.42084842174,0.7567,19.3355,20.6312,18.1277,2.5035
GaiaDR2442072393844224,044.90035419729,+01.43227435962,1.3995,14.8138,15.2644,14.2080,1.0564
GaiaDR2442141113357824,044.92404965442,+01.44510275721,1.0265,19.5084,20.9334,18.4273,2.5061
GaiaDR2442145408980480,044.92633831036,+01.44768718499,3.0384,16.9912,18.2423,15.8841,2.3583
GaiaDR2442179768740992,044.95198450230,+01.45720766247,,20.1480,19.6494,18.0663,1.5831
GaiaDR2442209832835968,044.93311102649,+01.45480341078,0.0855,19.6600,20.0369,19.2093,0.8276
GaiaDR2442209832836224,044.91530348444,+01.45605174368,,20.2514,19.7246,18.1126,1.6120
GaiaDR2442248488195072,044.93578497902,+01.46130846413,1.2764,15.3807,15.9422,14.6609,1.2813
GaiaDR2442248488194432,044.93777404304,+01.46931789105,0.9639,17.8906,19.0560,16.7917,2.2643
GaiaDR2442351567411328,044.88096250709,+01.45685009207,0.3695,17.2333,17.6026,16.6954,0.9072
GaiaDR2442381631531008,044.89710390608,+01.46460024678,0.8000,17.1997,17.9919,16.2669,1.7250
GaiaDR2442381631530496,044.88272088264,+01.46210477841,-0.6147,19.9561,20.4923,19.2028,1.2895
GaiaDR2442415991267584,044.90883445195,+01.45929643412,4.2192,20.4005,20.8183,19.8209,0.9974
GaiaDR2442415991268736,044.91489397944,+01.46233890104,1.4507,17.8319,18.9288,16.8015,2.1273
GaiaDR2442587789966464,044.96445728807,+01.47961541054,0.1795,18.0499,18.4795,17.4470,1.0325
GaiaDR2442690870854528,044.97298923941,+01.48070762762,-1.6490,20.6866,21.3007,19.4357,1.8650
GaiaDR2442729524010880,044.98468233933,+01.49204393183,0.3772,20.2173,21.0731,19.0094,2.0637
GaiaDR2442793948349312,044.97441192147,+01.49795045109,1.1051,15.0863,15.5340,14.4740,1.0600
GaiaDR2442832603746304,044.93006917788,+01.48304886342,2.8892,16.3889,17.4975,15.3436,2.1539
GaiaDR2442897027616128,044.91264197749,+01.49260285282,0.4291,20.3454,20.6043,19.8888,0.7154
GaiaDR2442897027616768,044.92262558971,+01.49528846568,1.0159,18.5489,19.8840,17.4420,2.4420
GaiaDR2443000106836736,044.96905287235,+01.50971541904,1.3446,18.3300,19.3518,17.2975,2.0543
GaiaDR2443034466577152,044.94687648889,+01.51439340694,-1.0834,20.3679,21.0573,19.6367,1.4206
GaiaDR2443103186080512,044.86262768484,+01.46562212003,0.7013,20.6302,21.0083,19.6106,1.3977
GaiaDR2443141841021696,044.87314452512,+01.47530580619,-4.0253,20.9029,20.6772,19.9147,0.7625
GaiaDR2443244920608128,044.89205552224,+01.47853514816,0.0650,15.7026,16.3431,14.9449,1.3982
GaiaDR2443309344475904,044.87470116605,+01.49067749915,0.0284,20.0226,19.9182,19.5437,0.3744
GaiaDR2443343704217472,044.89922832868,+01.50093537592,0.6825,18.9527,19.8665,17.7549,2.1116
GaiaDR2443378063949184,044.84838268158,+01.48026989203,0.5100,16.5754,17.0724,15.9332,1.1392
GaiaDR2443515502947328,044.85960124903,+01.50188231918,0.1660,20.7275,,,
GaiaDR2443584222391552,044.85681576284,+01.51790409511,-0.2958,20.1322,20.2954,19.6634,0.6319
GaiaDR2443760316681216,044.91290909545,+01.52404081347,3.7481,12.7553,13.2360,12.1236,1.1124
GaiaDR2444069554326400,044.91188292464,+01.53235804905,0.3169,16.6535,17.0901,16.0585,1.0316
GaiaDR2444069554351488,044.90832500241,+01.53878578600,0.2188,15.6826,16.1168,15.0640,1.0528
GaiaDR2444103914064000,044.92340309757,+01.54455809683,1.6539,15.9117,16.6306,15.1027,1.5278
GaiaDR2444099618829312,044.92647127340,+01.55347564628,2.6197,20.0897,20.9403,18.9965,1.9439
GaiaDR2444138273283072,044.90189108003,+01.55002783405,1.9525,20.2081,21.7975,18.8735,2.9240
GaiaDR2444237057396352,044.74265590337,+01.43775384263,0.2743,19.5465,20.3252,18.6843,1.6409
GaiaDR2444408856093568,044.75112624373,+01.46063619945,,20.9842,20.8303,20.2671,0.5633
GaiaDR2444481871156480,044.71386510317,+01.43760995524,0.3307,15.9754,16.3747,15.4201,0.9546
GaiaDR2444546295045376,044.71193426613,+01.45619984891,0.9968,18.7106,19.5311,17.7528,1.7783
GaiaDR2444584950371456,044.71591826831,+01.46843633626,1.8648,20.0087,21.3797,18.8023,2.5774
GaiaDR2444615014569216,044.73374744861,+01.46737736267,0.3331,20.4331,20.7199,19.3666,1.3532
GaiaDR2444683735124736,044.71956414059,+01.46960478939,,20.8034,21.1304,19.3555,1.7749
GaiaDR2444683735127808,044.72107094302,+01.47398358757,,20.8128,20.8343,19.2578,1.5765
GaiaDR2444752453477120,044.77999745391,+01.46072900357,0.6979,19.0315,19.9583,17.8767,2.0816
GaiaDR2444786813276672,044.78859234245,+01.47930824884,12.6817,20.4127,21.8089,18.8197,2.9892
GaiaDR2444992971658880,044.79721834056,+01.50006903906,1.1292,18.1309,19.0066,17.1927,1.8138
GaiaDR2444997267288320,044.79822882932,+01.50392823595,,20.2730,,,
GaiaDR2445027331390720,044.76049786277,+01.47969942853,0.5019,16.0903,16.5547,15.4724,1.0823
GaiaDR2445027331391744,044.74801094898,+01.48291164479,0.1313,18.7044,18.9559,18.1787,0.7772
GaiaDR2445130410614784,044.76434894426,+01.50468724323,-0.1314,20.0328,20.4005,19.2122,1.1882
GaiaDR2445130410611584,044.75266993882,+01.49850665233,,20.9699,21.1217,20.3996,0.7221
